protocol_name,frac_out,n_pat_out,no_ttt_out,n_pres_out,frac_not,n_pat_not,no_ttt_not,n_pres_not,odds_ratio,fisher_pval,pval_str,drg_no,outlier,drg
IP MED GENERAL ADMIT,0.364,40,70,249,0.519,346,321,1891,0.53,0.0027889496202684,0.003,2412,hi,HEART FAILURE
"IP VASCULAR ACCESS (PICC, EDPIV, USGPIV)",0.059,7,111,16,0.01,5,489,10,6.17,0.0028332500958855,0.003,2418,hi,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS
RETIRED IP ORT SPINE ADMIT/POSTOP,0.024,2,83,27,0.132,44,289,909,0.16,0.0029448046646289,0.003,2474,hi,SPINAL FUSION AND OTHER BACK AND NECK PROCEDURES EXCEPT FOR DISC PROCEDURES
SHC IP PREOP ORDERS CV SURGERY,0.083,10,110,20,0.024,14,581,29,3.77,0.0029721795519385,0.003,2392,hi,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
SHC IP NAP (NOCTURNAL AWAKENING PREVENTION) IN THE ICU,0.05,12,229,21,0.016,20,1204,29,3.15,0.0030810556447298,0.003,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SHC IP GEN HEPARIN IV INFUSION PROTOCOLS,0.05,6,114,15,0.006,3,467,4,8.19,0.003107153357198,0.003,1599,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
SHC IP PAI EPIDURAL ANALGESIA,0.074,5,63,36,0.224,98,339,565,0.27,0.0032035686226085,0.003,2448,lo,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
SHC RIS MRI CONTRAST SMART SET,0.038,7,178,9,0.007,5,756,5,5.95,0.0032038716178634,0.003,2459,hi,HIP JOINT REPLACEMENT
SHC IP GEN ELECTROLYTE REPLACEMENT SCALES,0.206,14,54,78,0.078,26,306,111,3.05,0.0032167571569319,0.003,2579,hi,MAJOR HEMATOLOGIC OR IMMUNOLOGIC DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION
SHC IP ICU PAIN MANAGEMENT,0.089,5,51,19,0.012,5,407,24,7.98,0.003251881547704,0.003,1930,hi,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC
IP/ED GEN HYPERKALEMIA THERAPY,0.108,26,215,183,0.054,66,1158,486,2.12,0.0032674136132557,0.003,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
RETIRED IP SUBCUTANEOUS INSULIN ORDER SET,0.324,22,46,159,0.16,53,279,292,2.52,0.0032788777056982,0.003,2579,hi,MAJOR HEMATOLOGIC OR IMMUNOLOGIC DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION
PRE-ADMISSION/PRE-OP ORDERS,0.991,214,2,1286,0.948,1027,56,6088,5.83,0.003278988159627,0.003,1946,lo,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC
SHC IP GEN ELECTROLYTE REPLACEMENT SCALES,0.017,1,59,3,0.142,67,406,373,0.1,0.0032971884107726,0.003,6267,lo,MAJOR SMALL BOWEL PROCEDURES
IP INSULIN TRANSITION OFF IV INFUSION,0.064,5,73,29,0.007,3,413,21,9.43,0.0033068899700983,0.003,8873,hi,PERCUTANEOUS STRUCTURAL CARDIAC PROCEDURES
IP CAR CIED PRE-PROCEDURE,0.134,11,71,14,0.042,16,363,21,3.51,0.0033315989123956,0.003,1748,hi,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
SHC IP GEN HEPARIN IV INFUSION PROTOCOLS,0.054,8,140,25,0.012,9,722,11,4.58,0.0033639641532742,0.003,2462,hi,DORSAL AND LUMBAR FUSION PROCEDURE EXCEPT FOR CURVATURE OF BACK
SHC IP GEN TUBE FEEDING,0.027,4,144,11,0.001,1,730,2,20.28,0.0033726716199486,0.003,2462,hi,DORSAL AND LUMBAR FUSION PROCEDURE EXCEPT FOR CURVATURE OF BACK
SHC IP APH PHOTOPHERESIS,0.059,4,64,21,0.003,1,331,14,20.69,0.0033742450333226,0.003,2579,hi,MAJOR HEMATOLOGIC OR IMMUNOLOGIC DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION
SHC IP GEN DELIRIUM (FOR NON-ICU PATIENTS ONLY),0.059,4,64,5,0.003,1,331,1,20.69,0.0033742450333226,0.003,2579,hi,MAJOR HEMATOLOGIC OR IMMUNOLOGIC DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION
SHC RIS CT CONTRAST ORDER SET,0.241,19,60,21,0.111,43,346,48,2.55,0.0033864173685409,0.003,2352,hi,SEIZURE
SHC IP NSR ICU STROKE: SUBARACHANOID HEMORRHAGE,0.121,11,80,182,0.037,13,343,231,3.63,0.0033963062992755,0.003,2337,hi,OPEN EXTRACRANIAL VASCULAR PROCEDURES
IP GEN ALBUMIN,0.115,9,69,39,0.031,13,403,14,4.04,0.0033976926965499,0.003,8873,hi,PERCUTANEOUS STRUCTURAL CARDIAC PROCEDURES
SHC IP GEN ELECTROLYTE REPLACEMENT SCALES,0.025,2,79,9,0.129,50,337,342,0.17,0.0034266103848704,0.003,2352,lo,SEIZURE
IP GEN VTE PROPHYLAXIS,0.148,13,75,16,0.05,21,396,24,3.27,0.0034580240068569,0.003,2448,hi,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
PRE-ADMISSION/PRE-OP ORDERS,0.654,51,27,185,0.813,274,63,1153,0.43,0.0035016096700187,0.004,1600,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC
SHC IP HYPERGLYCEMIA INSULIN CONTINUOUS IV INFUSION,0.018,4,215,14,0.065,111,1603,589,0.27,0.0035682975878619,0.004,2592,lo,SEPTICEMIA AND DISSEMINATED INFECTIONS
RETIRE IP RAD INTERVENTIONAL RADIOLOGY POSTOP (WITH ADMISSION),0.049,5,97,8,0.005,2,429,3,11.06,0.0035685395380138,0.004,6267,hi,MAJOR SMALL BOWEL PROCEDURES
IP CAR PERIPHERAL AMIODARONE IV,0.049,5,97,15,0.005,2,429,5,11.06,0.0035685395380138,0.004,6267,hi,MAJOR SMALL BOWEL PROCEDURES
IP GEN VTE PROPHYLAXIS,0.027,6,213,8,0.08,137,1577,159,0.32,0.0035879764495124,0.004,2592,lo,SEPTICEMIA AND DISSEMINATED INFECTIONS
SHC IP ICU PAIN MANAGEMENT,0.051,5,93,21,0.006,3,511,11,9.16,0.0035912182132374,0.004,2404,hi,PERCUTANEOUS CARDIAC INTERVENTION WITHOUT AMI
IP RD TUBE FEEDS,0.051,5,93,10,0.006,3,511,5,9.16,0.0035912182132374,0.004,2404,hi,PERCUTANEOUS CARDIAC INTERVENTION WITHOUT AMI
IP ICU SEDATION MANAGEMENT FOR MECHANICALLY VENTILATED PATIENTS,0.029,7,234,9,0.006,7,1217,9,5.2,0.0036306736000512,0.004,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
IP RD TUBE FEEDS,0.11,9,73,21,0.029,11,368,16,4.12,0.0036480496497868,0.004,1748,hi,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
IP GEN VTE PROPHYLAXIS,0.02,5,243,6,0.002,2,1049,2,10.79,0.0036704117052598,0.004,1946,hi,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC
IP REN CONTINUOUS RENAL REPLACEMENT THERAPY(CRRT),0.058,14,227,126,0.021,26,1198,178,2.84,0.0036737484434948,0.004,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SHC ANE PACU,0.948,91,5,1624,0.994,495,3,7316,0.11,0.0037407491568594,0.004,1836,hi,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC
IP GEN ARGATROBAN IV INFUSION,0.045,4,84,14,0.002,1,416,1,19.81,0.0037700534816093,0.004,2448,hi,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
SHC RIS DIAG/FLUORO SMART SET,0.03,7,223,25,0.083,102,1133,307,0.35,0.0038040459643957,0.004,2251,lo,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SHC IP ICU PAIN MANAGEMENT,0.089,7,72,24,0.018,7,382,27,5.31,0.0038233261073192,0.004,2352,hi,SEIZURE
SHC IP ICU END OF LIFE CARE,0.058,7,113,60,0.011,5,465,29,5.76,0.0039197550701368,0.004,1599,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
SHC IP SUBCUTANEOUS INSULIN,0.026,6,224,21,0.075,93,1142,526,0.33,0.004014592349434,0.004,2251,lo,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.143,8,48,50,0.039,15,373,74,4.14,0.0042012301874699,0.004,6427,hi,OTHER CHEMOTHERAPY
RETIRE IP RAD INTERVENTIONAL RADIOLOGY POSTOP (WITH ADMISSION),0.021,5,236,8,0.002,3,1221,7,8.62,0.0042287339602208,0.004,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
RETIRED IP SUBCUTANEOUS INSULIN ORDER SET,0.263,20,56,170,0.127,46,317,232,2.46,0.0043598043850094,0.004,2376,hi,OTHER RESPIRATORY AND CHEST PROCEDURES
SHC ANE PACU,0.089,7,72,52,0.227,121,412,1106,0.33,0.0044138281539823,0.004,2418,lo,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS
SHC IP GI ENDOSCOPY PRE/POSTOP PROCEDURE,0.054,5,88,28,0.007,4,546,14,7.76,0.0044643143751956,0.004,2395,hi,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
SHC IP ICU END OF LIFE CARE,0.054,5,88,40,0.007,4,546,22,7.76,0.0044643143751956,0.004,2395,hi,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
SHC IP CVICU HIGH RISK TUBE FEEDING PROTOCOL,0.054,5,88,10,0.007,4,546,4,7.76,0.0044643143751956,0.004,2395,hi,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
SHC IP/ED NEU TENECTEPLASE (TNKASE) FOR ISCHEMIC STROKE,0.014,1,71,1,0.114,42,327,126,0.11,0.0045469256604419,0.005,2344,lo,CVA AND PRECEREBRAL OCCLUSION WITH INFARCTION
SHC IP HYPERGLYCEMIA INSULIN CONTINUOUS IV INFUSION,0.041,6,142,24,0.007,5,726,16,6.14,0.0045799147478169,0.005,2462,hi,DORSAL AND LUMBAR FUSION PROCEDURE EXCEPT FOR CURVATURE OF BACK
RETIRE IP RAD INTERVENTIONAL RADIOLOGY POSTOP (SAME DAY DISCHARGE),0.059,6,96,19,0.009,4,427,12,6.67,0.0046439679748826,0.005,6267,hi,MAJOR SMALL BOWEL PROCEDURES
RETIRED IP SUBCUTANEOUS INSULIN ORDER SET,0.214,59,217,326,0.144,194,1155,947,1.62,0.0046525524988212,0.005,2334,hi,OPEN CRANIOTOMY EXCEPT TRAUMA
SHC IP ICU INTUBATION,0.052,4,73,33,0.005,3,576,18,10.52,0.0046788390884969,0.005,2384,hi,MAJOR RESPIRATORY INFECTIONS AND INFLAMMATIONS
SHC RIS MRI CONTRAST SMART SET,0.129,12,81,12,0.041,15,352,17,3.48,0.0046817491927876,0.005,2447,hi,OTHER DIGESTIVE SYSTEM DIAGNOSES
SHC IP VAD HEPARIN IV INFUSION LVAD PROTOCOLS,0.217,13,47,26,0.086,36,384,53,2.95,0.004694511100434,0.005,1749,hi,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH CC
SHC ANE PACU,0.688,53,24,722,0.515,264,249,3908,2.08,0.0047082494067655,0.005,1599,lo,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
SHC IP GEN ELECTROLYTE REPLACEMENT SCALES,0.07,9,120,46,0.164,123,627,652,0.38,0.0047452076039213,0.005,2462,lo,DORSAL AND LUMBAR FUSION PROCEDURE EXCEPT FOR CURVATURE OF BACK
PRE-ADMISSION/PRE-OP ORDERS,0.13,9,60,18,0.291,114,278,274,0.37,0.0048212973694316,0.005,1748,lo,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
SHC IP HYPERGLYCEMIA INSULIN CONTINUOUS IV INFUSION,0.885,85,11,221,0.96,594,25,1729,0.33,0.0048262178924194,0.005,2392,lo,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
SHC IP NSR PITUITARY POSTOP,0.154,6,33,79,0.376,145,241,2333,0.3,0.0048750558499119,0.005,2638,lo,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
IP ORT TRAUMA,0.009,2,214,35,0.048,52,1031,1230,0.19,0.0048844548509338,0.005,1946,lo,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC
SHC IP GEN BRONCHOSCOPY PRE/INTRA/POST,0.043,4,89,20,0.004,2,548,3,12.31,0.004903052863076,0.005,2395,hi,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
"IP VASCULAR ACCESS (PICC, EDPIV, USGPIV)",0.071,4,52,10,0.007,3,409,8,10.49,0.0049182522390272,0.005,1930,hi,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC
IP ICU SUR/TRAUMA  ADMIT,0.027,8,293,59,0.007,11,1621,80,4.02,0.0049477875527276,0.005,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
SHC IP GEN HEPARIN IV INFUSION PROTOCOLS,0.169,20,98,85,0.079,39,455,168,2.38,0.0049577695403127,0.005,2418,hi,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS
SHC IP GEN HEPARIN IV INFUSION PROTOCOLS,0.156,12,65,44,0.052,19,345,38,3.35,0.0050275806724037,0.005,2344,hi,CVA AND PRECEREBRAL OCCLUSION WITH INFARCTION
SHC RIS MRI CONTRAST SMART SET,0.143,8,48,9,0.041,17,400,18,3.92,0.0050747906699177,0.005,2398,hi,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
IP ICU/CCU GENERAL ADMIT,0.068,6,82,48,0.012,5,412,38,6.03,0.0052572950525497,0.005,2448,hi,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
PRE-ADMISSION/PRE-OP ORDERS,0.253,23,68,66,0.413,147,209,508,0.48,0.005285554675979,0.005,2337,hi,OPEN EXTRACRANIAL VASCULAR PROCEDURES
IP GEN VTE PROPHYLAXIS,0.108,9,74,12,0.032,15,447,17,3.62,0.0053653089918121,0.005,1806,hi,HEART FAILURE AND SHOCK WITH MCC
SHC RIS MRI CONTRAST SMART SET,0.244,19,59,22,0.113,38,299,42,2.53,0.0053670894260979,0.005,1600,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC
SHC IP GEN ELECTROLYTE REPLACEMENT SCALES,0.052,3,55,11,0.193,79,331,414,0.23,0.0054135827553079,0.005,1930,lo,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC
SHC IP CTS TAVR CV POSTOP,0.068,4,55,62,0.007,3,418,30,10.13,0.0054558189400897,0.005,1749,lo,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH CC
SHC IP NSR NEUROSURGERY ADMISSION/POST-OP,0.587,37,26,792,0.395,139,213,2941,2.18,0.0054835674987765,0.005,1600,lo,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC
RETIRED IP SUBCUTANEOUS INSULIN ORDER SET,0.455,40,48,248,0.295,123,294,489,1.99,0.005515230581373,0.006,2448,hi,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.247,19,58,80,0.115,42,322,143,2.51,0.0055633075981587,0.006,2344,hi,CVA AND PRECEREBRAL OCCLUSION WITH INFARCTION
SHC IP HYPERGLYCEMIA INSULIN CONTINUOUS IV INFUSION,0.06,5,78,17,0.009,4,458,16,7.34,0.0055788712725937,0.006,1806,hi,HEART FAILURE AND SHOCK WITH MCC
SHC RIS MRI CONTRAST SMART SET,0.024,3,120,3,0.099,47,430,52,0.23,0.0055789798073806,0.006,1601,lo,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC
IP CAR PERIPHERAL AMIODARONE IV,0.153,18,100,55,0.069,34,460,80,2.44,0.0055906175090665,0.006,2418,hi,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS
SHC IP ANE PERIPHERAL NERVE CATHETER/REGIONAL ANALGESIA,0.463,100,116,473,0.361,391,692,1805,1.53,0.0056138178755227,0.006,1946,lo,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC
SHC IP ANE PERIPHERAL NERVE CATHETER/REGIONAL ANALGESIA,0.083,8,88,54,0.022,11,487,48,4.02,0.0056822873036276,0.006,1836,hi,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.14,12,74,48,0.049,23,450,87,3.17,0.0057143641880361,0.006,6268,hi,MAJOR LARGE BOWEL PROCEDURES
SHC IP PAI PATIENT CONTROLLED ANALGESIA (PCA),0.039,3,74,8,0.002,1,578,2,23.43,0.0057164632102744,0.006,2384,hi,MAJOR RESPIRATORY INFECTIONS AND INFLAMMATIONS
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.191,13,55,147,0.075,25,307,92,2.9,0.0057891223586088,0.006,2579,hi,MAJOR HEMATOLOGIC OR IMMUNOLOGIC DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION
SHC IP ICU INTUBATION,0.054,3,53,10,0.002,1,416,5,23.55,0.0057916651153389,0.006,2398,hi,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
SHC IP REN HEMODIALYSIS/PUF,0.073,6,76,25,0.013,5,374,7,5.91,0.0058071389098875,0.006,1748,hi,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
IP ICU/CCU GENERAL ADMIT,0.01,1,95,7,0.086,53,566,277,0.11,0.0058315397625967,0.006,2392,lo,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.102,12,106,52,0.034,17,477,65,3.18,0.0058355925887353,0.006,2418,hi,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS
IP CAR CONGESTIVE HEART FAILURE,0.102,12,106,92,0.034,17,477,77,3.18,0.0058355925887353,0.006,2418,hi,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS
SHC IP HYPERGLYCEMIA INSULIN CONTINUOUS IV INFUSION,0.297,11,26,33,0.537,234,202,673,0.37,0.0058507294453664,0.006,2398,lo,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
PRE-ADMISSION/PRE-OP ORDERS,0.804,119,29,602,0.891,651,80,2970,0.5,0.0058611515330917,0.006,2462,hi,DORSAL AND LUMBAR FUSION PROCEDURE EXCEPT FOR CURVATURE OF BACK
IP/ED GEN HYPERKALEMIA THERAPY,0.1,11,99,79,0.036,24,643,118,2.98,0.0059146517474227,0.006,2412,hi,HEART FAILURE
SHC IP HYPERGLYCEMIA INSULIN CONTINUOUS IV INFUSION,0.061,6,92,33,0.012,6,508,15,5.52,0.0059426474178683,0.006,2404,hi,PERCUTANEOUS CARDIAC INTERVENTION WITHOUT AMI
IP CTS CARDIAC SURGERY ADMISSION,0.339,19,37,184,0.173,72,345,594,2.46,0.0059471988943779,0.006,2398,hi,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
SHC RIS DIAG/FLUORO SMART SET,0.183,15,67,68,0.077,29,350,99,2.7,0.0060077717069254,0.006,1748,hi,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
IP CAR CIED PRE-PROCEDURE,0.1,6,54,12,0.021,9,411,15,5.07,0.0060507479828636,0.006,1749,hi,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH CC
IP GEN VTE PROPHYLAXIS,0.097,9,84,16,0.027,10,357,10,3.83,0.0060547173094329,0.006,2447,hi,OTHER DIGESTIVE SYSTEM DIAGNOSES
SHC RIS MRI CONTRAST SMART SET,0.091,8,80,9,0.024,10,407,10,4.07,0.0060753358717255,0.006,2448,hi,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
IP MED GENERAL ADMIT,0.361,30,53,186,0.526,243,219,1323,0.51,0.0061251448806163,0.006,1806,hi,HEART FAILURE AND SHOCK WITH MCC
IP GEN ALBUMIN,0.047,4,82,7,0.004,2,471,3,11.49,0.0061570462196244,0.006,6268,hi,MAJOR LARGE BOWEL PROCEDURES
SHC IP NSR NEUROSURGERY ADMISSION/POST-OP,0.65,80,43,1768,0.512,244,233,5159,1.78,0.0061668021941287,0.006,1601,lo,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC
SHC IP ANE PERIPHERAL NERVE CATHETER/REGIONAL ANALGESIA,0.189,35,150,124,0.11,84,677,294,1.88,0.0061770886204024,0.006,2459,hi,HIP JOINT REPLACEMENT
IP GEN IV STEROID TAPERS,0.071,6,79,33,0.012,4,329,19,6.25,0.0062831257568209,0.006,2474,hi,SPINAL FUSION AND OTHER BACK AND NECK PROCEDURES EXCEPT FOR DISC PROCEDURES
IP MED GENERAL ADMIT,0.127,13,89,62,0.049,21,410,108,2.85,0.006322197103352,0.006,6267,hi,MAJOR SMALL BOWEL PROCEDURES
SHC IP HYPERGLYCEMIA INSULIN CONTINUOUS IV INFUSION,0.066,6,85,43,0.011,4,352,18,6.21,0.0063634366817226,0.006,2337,hi,OPEN EXTRACRANIAL VASCULAR PROCEDURES
IP GEN VTE PROPHYLAXIS,0.064,5,73,6,0.01,4,412,4,7.05,0.0065218183961765,0.007,8873,hi,PERCUTANEOUS STRUCTURAL CARDIAC PROCEDURES
SHC IP PAI EPIDURAL ANALGESIA,0.027,5,177,30,0.003,2,653,13,9.22,0.0066232221419684,0.007,2460,hi,KNEE JOINT REPLACEMENT
IP SUR COLON/RECTAL/SMALL BOWEL RESECTION POSTOP,0.594,57,39,591,0.735,366,132,3790,0.53,0.0066578591780456,0.007,1836,hi,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.065,12,173,58,0.022,17,744,79,3.04,0.0066893631901676,0.007,2459,hi,HIP JOINT REPLACEMENT
PRE-ADMISSION/PRE-OP ORDERS,0.424,25,34,111,0.615,225,141,925,0.46,0.0067119032734252,0.007,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
"IP VASCULAR ACCESS (PICC, EDPIV, USGPIV)",0.051,4,74,14,0.005,2,414,4,11.19,0.0067504643150243,0.007,8873,hi,PERCUTANEOUS STRUCTURAL CARDIAC PROCEDURES
SHC IP GEN TUBE FEEDING,0.051,4,74,7,0.005,2,414,2,11.19,0.0067504643150243,0.007,8873,hi,PERCUTANEOUS STRUCTURAL CARDIAC PROCEDURES
IP CTS CARDIAC SURGERY ADMISSION,0.275,33,87,303,0.166,99,496,719,1.9,0.006756427482466,0.007,2392,hi,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
SHC IP GI ENDOSCOPY PRE/POSTOP PROCEDURE,0.035,8,222,37,0.084,104,1131,468,0.39,0.0068015353384224,0.007,2251,lo,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
IP INSULIN TRANSITION OFF IV INFUSION,0.044,4,87,70,0.003,1,355,3,16.32,0.0068629653994326,0.007,2337,hi,OPEN EXTRACRANIAL VASCULAR PROCEDURES
IP CTS CARDIAC SURGERY ADMISSION,0.5,39,39,176,0.337,140,276,386,1.97,0.0070127340436873,0.007,8873,hi,PERCUTANEOUS STRUCTURAL CARDIAC PROCEDURES
SHC IP GEN TUBE FEEDING,0.051,5,93,10,0.008,4,510,5,6.85,0.007057731900361,0.007,2404,hi,PERCUTANEOUS CARDIAC INTERVENTION WITHOUT AMI
SHC IP PAI PATIENT CONTROLLED ANALGESIA (PCA),0.818,72,16,237,0.671,280,137,630,2.2,0.0070662376088592,0.007,2448,hi,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
SHC IP GEN TUBE FEEDING,0.014,3,216,6,0.054,93,1621,269,0.24,0.0072162780734047,0.007,2592,lo,SEPTICEMIA AND DISSEMINATED INFECTIONS
SHC RIS DIAG/FLUORO SMART SET,0.101,8,71,30,0.028,11,378,32,3.87,0.0072547559200684,0.007,2352,hi,SEIZURE
RETIRED IP SUBCUTANEOUS INSULIN ORDER SET,0.232,13,43,103,0.101,39,349,205,2.71,0.007434191197955,0.007,6427,hi,OTHER CHEMOTHERAPY
SHC IP PAI KETAMINE IV INFUSION,0.042,4,92,4,0.004,2,496,2,10.78,0.007438717305863,0.007,1836,hi,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC
IP CAR PERIPHERAL AMIODARONE IV,0.08,7,81,21,0.019,8,409,25,4.42,0.0075427994679103,0.008,2448,hi,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
SHC IP VAD HEPARIN IV INFUSION LVAD PROTOCOLS,0.161,9,47,26,0.055,23,394,50,3.28,0.0076434790214126,0.008,2398,hi,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
IP GEN VTE PROPHYLAXIS,0.114,9,70,10,0.036,14,375,16,3.44,0.0077361456450145,0.008,2352,hi,SEIZURE
SHC RIS CT CONTRAST ORDER SET,0.035,2,55,2,0.165,58,293,70,0.18,0.0078094073093808,0.008,6164,lo,AUTOLOGOUS BONE MARROW TRANSPLANT OR T-CELL IMMUNOTHERAPY
SHC IP PAI PATIENT CONTROLLED ANALGESIA (PCA),0.062,15,226,35,0.026,32,1192,69,2.47,0.0078331467007375,0.008,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SHC RIS DIAG/FLUORO SMART SET,0.194,18,75,31,0.087,32,335,49,2.51,0.0079357858496588,0.008,2447,hi,OTHER DIGESTIVE SYSTEM DIAGNOSES
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.214,12,44,67,0.089,37,380,141,2.8,0.0083053979529212,0.008,2398,hi,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
SHC RIS MRI CONTRAST SMART SET,0.271,16,43,25,0.126,46,320,54,2.59,0.0084120722965465,0.008,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
