protocol_name,frac_out,n_pat_out,no_ttt_out,n_pres_out,frac_not,n_pat_not,no_ttt_not,n_pres_not,odds_ratio,fisher_pval,pval_str,drg_no,outlier,drg
IP/ED MEDICATION ADMINISTRATION - INTRANASAL ANETHETIC FOR NG,0.054,5,88,10,0.005,2,365,4,10.37,0.0045761379128147,0.005,2447,hi,OTHER DIGESTIVE SYSTEM DIAGNOSES
IP GEN NEUTROPENIC FEVER,0.018,1,56,4,0.148,52,299,229,0.1,0.0046050755329216,0.005,6164,lo,AUTOLOGOUS BONE MARROW TRANSPLANT OR T-CELL IMMUNOTHERAPY
SHC IP NAP (NOCTURNAL AWAKENING PREVENTION) IN THE ICU,0.034,5,143,52,0.004,3,728,21,8.48,0.0046197340220482,0.005,2462,hi,DORSAL AND LUMBAR FUSION PROCEDURE EXCEPT FOR CURVATURE OF BACK
SHC ANE PACU,0.688,53,24,475,0.513,263,250,2268,2.1,0.0046339552119494,0.005,1599,lo,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
PRE-ADMISSION/PRE-OP ORDERS,0.492,59,61,603,0.636,299,171,2866,0.55,0.0046361264664848,0.005,1599,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
INTRA-OPERATIVE BLOOD PRODUCT AND TRANSFUSION ORDERS,0.064,3,44,8,0.237,93,299,420,0.22,0.0046485214506032,0.005,2376,lo,OTHER RESPIRATORY AND CHEST PROCEDURES
SHC IP NSR PITUITARY POSTOP,0.154,6,33,131,0.378,146,240,3515,0.3,0.0047503520781486,0.005,2638,lo,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
IP CTS CARDIAC SURGERY TRANSFER,0.847,50,9,1419,0.952,401,20,12064,0.28,0.0048182862541875,0.005,1749,lo,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH CC
INTRA-OPERATIVE BLOOD PRODUCT AND TRANSFUSION ORDERS,0.073,9,114,17,0.172,82,395,157,0.38,0.0048276369106671,0.005,1601,lo,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC
IP ORT TRAUMA,0.009,2,214,26,0.049,53,1030,1110,0.18,0.0048586658350746,0.005,1946,lo,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC
SHC IP/ED GENERAL/EMERGENCY/MASSIVE TRANSFUSION,0.157,13,70,181,0.06,29,456,134,2.92,0.0048836671262226,0.005,1712,hi,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC
SHC IP GI ENDOSCOPY PRE/POSTOP PROCEDURE,0.035,8,222,86,0.088,109,1126,1494,0.37,0.0049761248377565,0.005,2251,lo,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
ED TRAUMA RADIOLOGY,0.051,4,74,18,0.003,1,336,2,18.16,0.0050117395741693,0.005,1600,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC
SHC IP GEN HEPARIN IV INFUSION PROTOCOLS,0.156,12,65,379,0.052,19,345,376,3.35,0.0050275806724037,0.005,2344,hi,CVA AND PRECEREBRAL OCCLUSION WITH INFARCTION
SHC IP GEN DELIRIUM (FOR NON-ICU PATIENTS ONLY),0.15,18,102,26,0.066,31,439,46,2.5,0.0050284255454546,0.005,1599,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
SHC IP/ED GENERAL/EMERGENCY/MASSIVE TRANSFUSION,0.046,9,186,35,0.109,156,1274,848,0.4,0.005060065946264,0.005,2334,lo,OPEN CRANIOTOMY EXCEPT TRAUMA
IP MED GENERAL ADMIT,0.66,159,82,2569,0.75,918,306,13978,0.65,0.0050783674551261,0.005,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
INTRA-OPERATIVE BLOOD PRODUCT AND TRANSFUSION ORDERS,0.542,65,55,393,0.396,186,284,464,1.8,0.0050952443236219,0.005,1599,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
RETIRED ED ADMIT,0.091,10,100,17,0.199,133,534,223,0.4,0.0051376752177193,0.005,2412,hi,HEART FAILURE
IP/ED GEN HYPERKALEMIA THERAPY,0.104,8,69,56,0.029,17,562,114,3.83,0.005157871345355,0.005,2384,hi,MAJOR RESPIRATORY INFECTIONS AND INFLAMMATIONS
SHC IP GEN HEPARIN IV INFUSION PROTOCOLS,0.054,8,140,297,0.014,10,721,191,4.12,0.0052005192826948,0.005,2462,hi,DORSAL AND LUMBAR FUSION PROCEDURE EXCEPT FOR CURVATURE OF BACK
SHC IP/ED GENERAL/EMERGENCY/MASSIVE TRANSFUSION,0.256,20,58,191,0.127,53,363,158,2.36,0.0052013391228402,0.005,8873,hi,PERCUTANEOUS STRUCTURAL CARDIAC PROCEDURES
SHC IP HYPERGLYCEMIA INSULIN CONTINUOUS IV INFUSION,0.018,4,215,91,0.064,109,1605,3482,0.27,0.0052158894324389,0.005,2592,lo,SEPTICEMIA AND DISSEMINATED INFECTIONS
"IP LAB SPECIMEN TESTING, BLOOD CULTURE - INFECTIOUS AGENT DETECTION",0.009,2,228,4,0.046,57,1178,140,0.18,0.0052429258680082,0.005,2251,lo,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SHC IP GEN DELIRIUM (FOR NON-ICU PATIENTS ONLY),0.091,25,251,29,0.047,63,1286,80,2.03,0.0053189161659894,0.005,2334,hi,OPEN CRANIOTOMY EXCEPT TRAUMA
PRE-ADMISSION/PRE-OP ORDERS CV SURGERY,0.763,71,22,286,0.878,483,67,1927,0.45,0.0053230113451782,0.005,2395,hi,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
IP MED GENERAL ADMIT,0.667,48,24,725,0.49,232,241,3797,2.08,0.0054243728253717,0.005,1806,lo,HEART FAILURE AND SHOCK WITH MCC
SHC IP RAD INTERVENTIONAL RADIOLOGY POSTOP (INPATIENT),0.039,4,98,34,0.002,1,430,12,17.55,0.0054431841564425,0.005,6267,hi,MAJOR SMALL BOWEL PROCEDURES
SHC IP CTS TAVR CV POSTOP,0.068,4,55,157,0.007,3,418,75,10.13,0.0054558189400897,0.005,1749,lo,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH CC
SHC IP NSR NEUROSURGERY ADMISSION/POST-OP,0.587,37,26,677,0.395,139,213,2823,2.18,0.0054835674987765,0.005,1600,lo,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC
IP CAR CIED POST PROCEDURE,0.092,9,89,111,0.027,14,500,197,3.61,0.0056088738244284,0.006,2404,hi,PERCUTANEOUS CARDIAC INTERVENTION WITHOUT AMI
"IP VASCULAR ACCESS (PICC, EDPIV, USGPIV)",0.11,20,162,58,0.05,33,622,94,2.33,0.0056279529516598,0.006,2460,hi,KNEE JOINT REPLACEMENT
SHC IP GEN TPN/PPN ADULT PROTOCOL,0.081,7,79,41,0.019,9,464,57,4.57,0.0056830757758046,0.006,6268,hi,MAJOR LARGE BOWEL PROCEDURES
SHC IP PAI PATIENT CONTROLLED ANALGESIA (PCA),0.039,3,74,44,0.002,1,578,10,23.43,0.0057164632102744,0.006,2384,hi,MAJOR RESPIRATORY INFECTIONS AND INFLAMMATIONS
IP NEU ICU TARGETED TEMPERATURE MANAGEMENT NORMOTHERMIA,0.061,5,77,23,0.008,3,376,15,8.14,0.0057184434344019,0.006,1748,hi,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
IP ICU/CCU GENERAL ADMIT,0.01,1,95,31,0.086,53,566,1527,0.11,0.0058315397625967,0.006,2392,lo,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.102,12,106,67,0.034,17,477,72,3.18,0.0058355925887353,0.006,2418,hi,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS
SHC IP GEN TUBE FEEDING,0.048,4,79,9,0.004,2,460,6,11.65,0.005916873372236,0.006,1806,hi,HEART FAILURE AND SHOCK WITH MCC
PRE-ADMISSION/PRE-OP ORDERS,0.286,26,65,200,0.449,160,196,1443,0.49,0.0059275628746388,0.006,2337,hi,OPEN EXTRACRANIAL VASCULAR PROCEDURES
IP RAD NEURORADIOLOGY POST-PROCEDURE,0.725,66,25,763,0.567,202,154,2146,2.01,0.0059338884604317,0.006,2337,hi,OPEN EXTRACRANIAL VASCULAR PROCEDURES
IP NUR SEVERE SEPSIS NURSE PROTOCOL,0.071,4,52,8,0.008,3,385,5,9.87,0.0059784287472675,0.006,6427,hi,OTHER CHEMOTHERAPY
RETIRED IP SUBCUTANEOUS INSULIN ORDER SET,0.466,41,47,393,0.307,128,289,787,1.97,0.0059873958727562,0.006,2448,hi,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
SHC IP GENERAL DISCHARGE ORDER SET,0.925,86,7,510,0.982,540,10,3115,0.23,0.0060274827903992,0.006,2395,hi,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.247,19,58,67,0.118,43,321,170,2.45,0.0060480849649541,0.006,2344,hi,CVA AND PRECEREBRAL OCCLUSION WITH INFARCTION
IP CAR CIED PRE-PROCEDURE,0.1,6,54,66,0.021,9,411,84,5.07,0.0060507479828636,0.006,1749,hi,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH CC
IP SUR DAY OF SURGERY ORDERS,0.068,10,138,53,0.022,16,715,88,3.24,0.0062652033163617,0.006,2462,hi,DORSAL AND LUMBAR FUSION PROCEDURE EXCEPT FOR CURVATURE OF BACK
SHC IP GEN INTERAGENCY DISCHARGE ORDERS,0.268,15,41,71,0.121,47,341,191,2.65,0.0062856932260433,0.006,6427,hi,OTHER CHEMOTHERAPY
SHC IP CONVALESCENT PLASMA FOR COVID19 PATIENTS - EUA EMERGENCY USE AUTHORIZATION,0.084,7,76,24,0.021,10,475,36,4.38,0.0062987279223346,0.006,1712,hi,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC
SHC IP HYPERGLYCEMIA INSULIN CONTINUOUS IV INFUSION,0.066,6,85,261,0.011,4,352,90,6.21,0.0063634366817226,0.006,2337,hi,OPEN EXTRACRANIAL VASCULAR PROCEDURES
RETIRED IP SUBCUTANEOUS INSULIN ORDER SET,0.214,59,217,470,0.146,197,1152,1303,1.59,0.0064108334655288,0.006,2334,hi,OPEN CRANIOTOMY EXCEPT TRAUMA
IP/ED MEDICATION ADMINISTRATION - INTRANASAL ANETHETIC FOR NG,0.017,5,296,12,0.002,4,1628,10,6.88,0.0065080036951222,0.007,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
INTRA-OPERATIVE BLOOD PRODUCT AND TRANSFUSION ORDERS,0.111,7,56,9,0.27,95,257,267,0.34,0.0065117337556548,0.007,1600,lo,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC
PRE-ADMISSION/PRE-OP ORDERS CV SURGERY,0.027,5,177,10,0.003,2,653,2,9.22,0.0066232221419684,0.007,2460,hi,KNEE JOINT REPLACEMENT
SHC IP PAI EPIDURAL ANALGESIA,0.027,5,177,18,0.003,2,653,18,9.22,0.0066232221419684,0.007,2460,hi,KNEE JOINT REPLACEMENT
IP SUR COLON/RECTAL/SMALL BOWEL RESECTION POSTOP,0.594,57,39,1281,0.735,366,132,7642,0.53,0.0066578591780456,0.007,1836,hi,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC
IP CAR PERIPHERAL AMIODARONE IV,0.013,4,297,9,0.001,2,1630,4,10.98,0.0066718706336468,0.007,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
IP/ED GEN HYPERKALEMIA THERAPY,0.1,24,217,145,0.051,63,1161,358,2.04,0.0067099583392681,0.007,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SHC IP REN HEMODIALYSIS/PUF,0.051,4,74,15,0.005,2,414,5,11.19,0.0067504643150243,0.007,8873,hi,PERCUTANEOUS STRUCTURAL CARDIAC PROCEDURES
RETIRED ED ADMIT,0.051,4,74,7,0.005,2,414,4,11.19,0.0067504643150243,0.007,8873,hi,PERCUTANEOUS STRUCTURAL CARDIAC PROCEDURES
SHC IP NAP (NOCTURNAL AWAKENING PREVENTION) IN THE ICU,0.047,4,81,45,0.003,1,332,9,16.4,0.0068105202832661,0.007,2474,hi,SPINAL FUSION AND OTHER BACK AND NECK PROCEDURES EXCEPT FOR DISC PROCEDURES
IP INSULIN TRANSITION OFF IV INFUSION,0.044,4,87,65,0.003,1,355,7,16.32,0.0068629653994326,0.007,2337,hi,OPEN EXTRACRANIAL VASCULAR PROCEDURES
SHC IP/ED/CDU GEN COMFORT CARE - NON ICU UNITS,0.077,7,84,105,0.017,6,350,103,4.86,0.0069027573831913,0.007,2337,hi,OPEN EXTRACRANIAL VASCULAR PROCEDURES
SHC IP NAP (NOCTURNAL AWAKENING PREVENTION) IN THE ICU,0.033,4,116,34,0.002,1,469,23,16.17,0.0069168570297844,0.007,1599,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
"IP LAB SPECIMEN TESTING, RESPIRATORY SECRETIONS",0.033,4,116,5,0.002,1,469,1,16.17,0.0069168570297844,0.007,1599,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
IP CTS CARDIAC SURGERY ADMISSION,0.5,39,39,1042,0.337,140,276,3152,1.97,0.0070127340436873,0.007,8873,hi,PERCUTANEOUS STRUCTURAL CARDIAC PROCEDURES
SHC IP PAI PATIENT CONTROLLED ANALGESIA (PCA),0.818,72,16,1215,0.671,280,137,3331,2.2,0.0070662376088592,0.007,2448,hi,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
IP ICU SUR/TRAUMA  ADMIT,0.027,8,293,207,0.007,12,1620,271,3.69,0.0071525008460488,0.007,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
SHC ANE PACU,0.813,100,23,832,0.692,330,147,2789,1.94,0.007156528744016,0.007,1601,lo,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC
RETIRE IP RAD INTERVENTIONAL RADIOLOGY POSTOP (WITH ADMISSION),0.025,6,235,46,0.005,6,1218,43,5.18,0.0071754158444526,0.007,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SHC IP GEN INTERAGENCY DISCHARGE ORDERS,0.304,24,55,114,0.167,65,324,271,2.18,0.0071863274577557,0.007,2352,hi,SEIZURE
"IP LAB SPECIMEN TESTING, RESPIRATORY SECRETIONS",0.041,4,94,6,0.004,2,512,3,10.89,0.0071935725380687,0.007,2404,hi,PERCUTANEOUS CARDIAC INTERVENTION WITHOUT AMI
SHC IP NAP (NOCTURNAL AWAKENING PREVENTION) IN THE ICU,0.041,4,94,33,0.004,2,512,12,10.89,0.0071935725380687,0.007,2404,hi,PERCUTANEOUS CARDIAC INTERVENTION WITHOUT AMI
SHC IP GEN TUBE FEEDING,0.101,8,71,37,0.028,11,378,29,3.87,0.0072547559200684,0.007,2352,hi,SEIZURE
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.074,5,63,23,0.208,91,346,555,0.3,0.0072921076271556,0.007,2448,lo,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
PRE-ADMISSION/PRE-OP ORDERS,0.13,10,67,54,0.271,145,390,877,0.4,0.0073839198413303,0.007,2404,lo,PERCUTANEOUS CARDIAC INTERVENTION WITHOUT AMI
RETIRED IP SUBCUTANEOUS INSULIN ORDER SET,0.232,13,43,115,0.101,39,349,239,2.71,0.007434191197955,0.007,6427,hi,OTHER CHEMOTHERAPY
"IP LAB SPECIMEN TESTING, BLOOD CULTURE - INFECTIOUS AGENT DETECTION",0.005,1,194,2,0.042,60,1370,166,0.12,0.0074913925057456,0.007,2334,lo,OPEN CRANIOTOMY EXCEPT TRAUMA
IP REN CONTINUOUS RENAL REPLACEMENT THERAPY(CRRT),0.054,13,228,158,0.021,26,1198,229,2.63,0.0075902664970545,0.008,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SHC IP VAD HEPARIN IV INFUSION LVAD PROTOCOLS,0.161,9,47,305,0.055,23,394,577,3.28,0.0076434790214126,0.008,2398,hi,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
"IP VASCULAR ACCESS (PICC, EDPIV, USGPIV)",0.042,2,46,5,0.188,66,286,243,0.19,0.0076642608320523,0.008,2579,lo,MAJOR HEMATOLOGIC OR IMMUNOLOGIC DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION
IP RAD NEURORADIOLOGY POST-PROCEDURE,0.111,5,40,31,0.021,8,365,48,5.7,0.0077365286609027,0.008,2474,lo,SPINAL FUSION AND OTHER BACK AND NECK PROCEDURES EXCEPT FOR DISC PROCEDURES
RETIRE IP RAD INTERVENTIONAL RADIOLOGY POSTOP (SAME DAY DISCHARGE),0.088,6,62,42,0.018,6,326,48,5.26,0.0077617455291059,0.008,2579,hi,MAJOR HEMATOLOGIC OR IMMUNOLOGIC DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION
SHC IP GEN INTERAGENCY DISCHARGE ORDERS,0.086,7,74,33,0.212,82,305,352,0.35,0.00779647108552,0.008,2352,lo,SEIZURE
SHC ANE PACU,0.101,8,71,42,0.231,123,410,882,0.38,0.007799249106442,0.008,2418,lo,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS
IP CTS CARDIAC SURGERY TRANSFER,0.892,107,13,3709,0.956,569,26,17347,0.38,0.0078394393209263,0.008,2392,hi,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
IP BMT AUTOLOGOUS READMISSION ORDERS,0.225,9,31,160,0.082,30,338,447,3.27,0.0079620198534309,0.008,6164,hi,AUTOLOGOUS BONE MARROW TRANSPLANT OR T-CELL IMMUNOTHERAPY
PRE-ADMISSION/PRE-OP ORDERS,0.323,31,65,165,0.468,290,329,1506,0.54,0.0080682382122821,0.008,2392,lo,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
SHC IP CONVALESCENT PLASMA FOR COVID19 PATIENTS - EUA EMERGENCY USE AUTHORIZATION,0.021,5,236,16,0.003,4,1220,9,6.46,0.008248478310545,0.008,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SHC IP NSR NEUROSURGERY ADMISSION/POST-OP,0.65,80,43,1614,0.516,246,231,4924,1.75,0.008254676542144,0.008,1601,lo,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.065,12,173,60,0.024,18,743,97,2.86,0.0083046693421692,0.008,2459,hi,HIP JOINT REPLACEMENT
PRE-ADMISSION/PRE-OP ORDERS CV SURGERY,0.476,39,43,166,0.639,242,137,961,0.51,0.008476877671868,0.008,1748,hi,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
IP REN CONTINUOUS RENAL REPLACEMENT THERAPY(CRRT),0.068,4,55,53,0.008,3,363,29,8.8,0.0085434973395092,0.009,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
IP NUR SEVERE SEPSIS NURSE PROTOCOL,0.068,4,55,6,0.008,3,363,4,8.8,0.0085434973395092,0.009,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
SHC IP ICU VOLUME BASED TUBE FEEDING (ICU ONLY),0.033,4,116,24,0.003,2,593,15,10.22,0.0086330916130765,0.009,2392,hi,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
SHC IP/ED GENERAL/EMERGENCY/MASSIVE TRANSFUSION,0.021,4,183,4,0.071,46,604,152,0.29,0.0086401713653649,0.009,2460,lo,KNEE JOINT REPLACEMENT
SHC ANE PACU,0.051,4,75,26,0.005,2,387,10,10.32,0.008664224382851,0.009,2352,hi,SEIZURE
IP LABS CULTURES,0.051,4,75,7,0.005,2,387,6,10.32,0.008664224382851,0.009,2352,hi,SEIZURE
RETIRED IP SUBCUTANEOUS INSULIN ORDER SET,0.429,33,44,205,0.269,98,266,624,2.04,0.008686392904065,0.009,2344,hi,CVA AND PRECEREBRAL OCCLUSION WITH INFARCTION
SHC ED RAD QUICKLIST,0.077,6,72,6,0.017,7,409,7,4.87,0.0087755637290854,0.009,8873,hi,PERCUTANEOUS STRUCTURAL CARDIAC PROCEDURES
"IP LAB SPECIMEN TESTING, PLEURAL FLUID",0.042,5,115,27,0.007,4,591,19,6.42,0.0087835957776379,0.009,2392,hi,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
SHC CARDIAC EVENT MONITORS,0.059,4,64,8,0.006,2,330,5,10.31,0.008819376097405,0.009,2579,hi,MAJOR HEMATOLOGIC OR IMMUNOLOGIC DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION
IP CAR CONGESTIVE HEART FAILURE,0.236,17,55,338,0.397,188,285,3845,0.47,0.0088260675910652,0.009,1806,lo,HEART FAILURE AND SHOCK WITH MCC
SHC IP GEN INTERAGENCY DISCHARGE ORDERS,0.304,21,48,138,0.474,186,206,1047,0.48,0.0088271461860152,0.009,1748,lo,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
SVC PULM/CARD BRONCHOSCOPY LABS,0.02,6,295,23,0.004,7,1625,45,4.72,0.0088397066764836,0.009,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
IP LABS CULTURES,0.087,6,63,21,0.219,86,306,333,0.34,0.0089576955796096,0.009,1748,lo,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
IP VAST RN POST PLACEMENT (VAST RN ONLY),0.051,6,112,44,0.01,5,489,34,5.24,0.0090718786411203,0.009,2418,hi,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS
IP CTS ICU CARDIAC SURGERY POSTOP,0.119,7,52,606,0.033,12,354,1049,3.97,0.009122162481267,0.009,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
SHC IP GEN HEPARIN IV INFUSION PROTOCOLS,0.108,11,91,354,0.037,16,415,420,3.14,0.0091518767686129,0.009,6267,hi,MAJOR SMALL BOWEL PROCEDURES
"IP LAB SPECIMEN TESTING, CSF",0.051,3,56,54,0.003,1,365,2,19.55,0.0092170266635195,0.009,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
IP CAR CIED PRE-PROCEDURE,0.134,11,71,104,0.047,18,361,147,3.11,0.0092447987259014,0.009,1748,hi,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
"IP LAB SPECIMEN TESTING, RESPIRATORY SECRETIONS",0.083,25,276,74,0.045,73,1559,220,1.93,0.0093125478531727,0.009,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
IP/ED GEN HYPERKALEMIA THERAPY,0.01,1,95,3,0.082,51,568,352,0.12,0.0093803288974669,0.009,2392,lo,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
SHC IP/ED GENERAL/EMERGENCY/MASSIVE TRANSFUSION,0.194,12,50,36,0.359,143,255,893,0.43,0.0094339310705297,0.009,2447,lo,OTHER DIGESTIVE SYSTEM DIAGNOSES
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.214,12,44,61,0.091,38,379,174,2.72,0.009446700495439,0.009,2398,hi,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
SHC IP GEN BRONCHOSCOPY PRE/INTRA/POST,0.036,4,106,37,0.004,3,664,45,8.35,0.0094763107005564,0.009,2412,hi,HEART FAILURE
SHC IP GEN INTERAGENCY DISCHARGE ORDERS,0.228,13,44,88,0.407,208,303,1241,0.43,0.0095261093508394,0.01,1712,lo,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC
SHC ANE PACU,0.055,12,207,67,0.111,191,1523,1149,0.46,0.0095331265332132,0.01,2592,lo,SEPTICEMIA AND DISSEMINATED INFECTIONS
IP CTS CARDIAC SURGERY ADMISSION,0.183,11,49,282,0.069,29,391,627,3.03,0.0096083469775284,0.01,1749,hi,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH CC
IP ICU LUMBAR DRAIN FOR CSF DIVERSION,0.058,7,113,128,0.015,9,586,143,4.03,0.00963709727386,0.01,2392,hi,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
IP CAR CIED POST PROCEDURE,0.117,14,106,171,0.049,29,566,336,2.58,0.0096572745755747,0.01,2392,hi,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
RETIRED IP SUBCUTANEOUS INSULIN ORDER SET,0.041,3,71,17,0.148,77,443,513,0.24,0.0097697475865253,0.01,1836,lo,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC
SHC IP GENERAL DISCHARGE ORDER SET,0.783,65,18,326,0.894,413,49,1898,0.43,0.0098023229929155,0.01,1806,hi,HEART FAILURE AND SHOCK WITH MCC
SHC IP/ED GENERAL/EMERGENCY/MASSIVE TRANSFUSION,0.193,16,67,168,0.089,41,421,155,2.45,0.0098171615550522,0.01,1806,hi,HEART FAILURE AND SHOCK WITH MCC
SHC IP GEN TUBE FEEDING,0.108,9,74,30,0.037,18,467,62,3.16,0.0098636498114766,0.01,1712,hi,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC
IP CAR CARDIOLOGY POST PROCEDURE - OUTPATIENT,0.027,3,107,28,0.001,1,666,13,18.67,0.00993528941882,0.01,2412,hi,HEART FAILURE
IP CAR HEART TRANSPLANT EVALUATION,0.027,3,107,79,0.001,1,666,2,18.67,0.00993528941882,0.01,2412,hi,HEART FAILURE
SHC IP GI ENDOSCOPY PRE/POSTOP PROCEDURE,0.235,16,52,243,0.111,37,295,402,2.45,0.0099522638750233,0.01,2579,hi,MAJOR HEMATOLOGIC OR IMMUNOLOGIC DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION
IP/ED GEN HYPERKALEMIA THERAPY,0.057,5,83,17,0.01,4,413,29,6.22,0.0101711055801531,0.01,2448,hi,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
IP GEN ARGATROBAN IV INFUSION,0.083,5,55,86,0.017,7,413,116,5.36,0.0102567503864737,0.01,1749,hi,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH CC
