procedure_cat,reference_code_set,code,proc_simple,proc_simple_comment,reference_description
CARD,ICD-10-PCS,02R747Z,Cardiac surgery,,"Replacement of Left Atrium with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02R70KZ,Cardiac surgery,,"Replacement of Left Atrium with Nonautologous Tissue Substitute, Open Approach"
CARD,ICD-10-PCS,02R74KZ,Cardiac surgery,,"Replacement of Left Atrium with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02R70JZ,Cardiac surgery,,"Replacement of Left Atrium with Synthetic Substitute, Open Approach"
CARD,ICD-10-PCS,02R74JZ,Cardiac surgery,,"Replacement of Left Atrium with Synthetic Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02R708Z,Cardiac surgery,,"Replacement of Left Atrium with Zooplastic Tissue, Open Approach"
CARD,ICD-10-PCS,02R748Z,Cardiac surgery,,"Replacement of Left Atrium with Zooplastic Tissue, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02RL07Z,Cardiac surgery,,"Replacement of Left Ventricle with Autologous Tissue Substitute, Open Approach"
CARD,ICD-10-PCS,02RL47Z,Cardiac surgery,,"Replacement of Left Ventricle with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02RL0KZ,Cardiac surgery,,"Replacement of Left Ventricle with Nonautologous Tissue Substitute, Open Approach"
CARD,ICD-10-PCS,02RL4KZ,Cardiac surgery,,"Replacement of Left Ventricle with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02RL0JZ,Cardiac surgery,,"Replacement of Left Ventricle with Synthetic Substitute, Open Approach"
CARD,ICD-10-PCS,02RL4JZ,Cardiac surgery,,"Replacement of Left Ventricle with Synthetic Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02RL08Z,Cardiac surgery,,"Replacement of Left Ventricle with Zooplastic Tissue, Open Approach"
CARD,ICD-10-PCS,02RL48Z,Cardiac surgery,,"Replacement of Left Ventricle with Zooplastic Tissue, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02RG07Z,Cardiac surgery,,"Replacement of Mitral Valve with Autologous Tissue Substitute, Open Approach"
CARD,ICD-10-PCS,02RG47Z,Cardiac surgery,,"Replacement of Mitral Valve with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02RG0KZ,Cardiac surgery,,"Replacement of Mitral Valve with Nonautologous Tissue Substitute, Open Approach"
CARD,ICD-10-PCS,02RG4KZ,Cardiac surgery,,"Replacement of Mitral Valve with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02RG0JZ,Cardiac surgery,,"Replacement of Mitral Valve with Synthetic Substitute, Open Approach"
CARD,ICD-10-PCS,02RG4JZ,Cardiac surgery,,"Replacement of Mitral Valve with Synthetic Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02RG08Z,Cardiac surgery,,"Replacement of Mitral Valve with Zooplastic Tissue, Open Approach"
CARD,ICD-10-PCS,02RG48Z,Cardiac surgery,,"Replacement of Mitral Valve with Zooplastic Tissue, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02RD07Z,Cardiac surgery,,"Replacement of Papillary Muscle with Autologous Tissue Substitute, Open Approach"
CARD,ICD-10-PCS,02RD47Z,Cardiac surgery,,"Replacement of Papillary Muscle with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02RD0KZ,Cardiac surgery,,"Replacement of Papillary Muscle with Nonautologous Tissue Substitute, Open Approach"
CARD,ICD-10-PCS,02RD4KZ,Cardiac surgery,,"Replacement of Papillary Muscle with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02RD0JZ,Cardiac surgery,,"Replacement of Papillary Muscle with Synthetic Substitute, Open Approach"
CARD,ICD-10-PCS,02RD4JZ,Cardiac surgery,,"Replacement of Papillary Muscle with Synthetic Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02RD08Z,Cardiac surgery,,"Replacement of Papillary Muscle with Zooplastic Tissue, Open Approach"
CARD,ICD-10-PCS,02RD48Z,Cardiac surgery,,"Replacement of Papillary Muscle with Zooplastic Tissue, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02RN07Z,Cardiac surgery,,"Replacement of Pericardium with Autologous Tissue Substitute, Open Approach"
CARD,ICD-10-PCS,02RN47Z,Cardiac surgery,,"Replacement of Pericardium with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02RN0KZ,Cardiac surgery,,"Replacement of Pericardium with Nonautologous Tissue Substitute, Open Approach"
CARD,ICD-10-PCS,02RN4KZ,Cardiac surgery,,"Replacement of Pericardium with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02RN0JZ,Cardiac surgery,,"Replacement of Pericardium with Synthetic Substitute, Open Approach"
CARD,ICD-10-PCS,02RN4JZ,Cardiac surgery,,"Replacement of Pericardium with Synthetic Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02RN08Z,Cardiac surgery,,"Replacement of Pericardium with Zooplastic Tissue, Open Approach"
CARD,ICD-10-PCS,02RN48Z,Cardiac surgery,,"Replacement of Pericardium with Zooplastic Tissue, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02RH07Z,Cardiac surgery,,"Replacement of Pulmonary Valve with Autologous Tissue Substitute, Open Approach"
CARD,ICD-10-PCS,02RH47Z,Cardiac surgery,,"Replacement of Pulmonary Valve with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02RH0KZ,Cardiac surgery,,"Replacement of Pulmonary Valve with Nonautologous Tissue Substitute, Open Approach"
CARD,ICD-10-PCS,02RH4KZ,Cardiac surgery,,"Replacement of Pulmonary Valve with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02RH0JZ,Cardiac surgery,,"Replacement of Pulmonary Valve with Synthetic Substitute, Open Approach"
CARD,ICD-10-PCS,02RH4JZ,Cardiac surgery,,"Replacement of Pulmonary Valve with Synthetic Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02RH08Z,Cardiac surgery,,"Replacement of Pulmonary Valve with Zooplastic Tissue, Open Approach"
CARD,ICD-10-PCS,02RH48Z,Cardiac surgery,,"Replacement of Pulmonary Valve with Zooplastic Tissue, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02R607Z,Cardiac surgery,,"Replacement of Right Atrium with Autologous Tissue Substitute, Open Approach"
CARD,ICD-10-PCS,02R647Z,Cardiac surgery,,"Replacement of Right Atrium with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02R60KZ,Cardiac surgery,,"Replacement of Right Atrium with Nonautologous Tissue Substitute, Open Approach"
CARD,ICD-10-PCS,02R64KZ,Cardiac surgery,,"Replacement of Right Atrium with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02R60JZ,Cardiac surgery,,"Replacement of Right Atrium with Synthetic Substitute, Open Approach"
CARD,ICD-10-PCS,02R64JZ,Cardiac surgery,,"Replacement of Right Atrium with Synthetic Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02R608Z,Cardiac surgery,,"Replacement of Right Atrium with Zooplastic Tissue, Open Approach"
CARD,ICD-10-PCS,02R648Z,Cardiac surgery,,"Replacement of Right Atrium with Zooplastic Tissue, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02RK07Z,Cardiac surgery,,"Replacement of Right Ventricle with Autologous Tissue Substitute, Open Approach"
CARD,ICD-10-PCS,02RK47Z,Cardiac surgery,,"Replacement of Right Ventricle with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02RK0KZ,Cardiac surgery,,"Replacement of Right Ventricle with Nonautologous Tissue Substitute, Open Approach"
CARD,ICD-10-PCS,02RK4KZ,Cardiac surgery,,"Replacement of Right Ventricle with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02RK0JZ,Cardiac surgery,,"Replacement of Right Ventricle with Synthetic Substitute, Open Approach"
CARD,ICD-10-PCS,02RK4JZ,Cardiac surgery,,"Replacement of Right Ventricle with Synthetic Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02RK08Z,Cardiac surgery,,"Replacement of Right Ventricle with Zooplastic Tissue, Open Approach"
CARD,ICD-10-PCS,02RK48Z,Cardiac surgery,,"Replacement of Right Ventricle with Zooplastic Tissue, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02RJ07Z,Cardiac surgery,,"Replacement of Tricuspid Valve with Autologous Tissue Substitute, Open Approach"
CARD,ICD-10-PCS,02RJ47Z,Cardiac surgery,,"Replacement of Tricuspid Valve with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02RJ0KZ,Cardiac surgery,,"Replacement of Tricuspid Valve with Nonautologous Tissue Substitute, Open Approach"
CARD,ICD-10-PCS,02RJ4KZ,Cardiac surgery,,"Replacement of Tricuspid Valve with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02RJ0JZ,Cardiac surgery,,"Replacement of Tricuspid Valve with Synthetic Substitute, Open Approach"
CARD,ICD-10-PCS,02RJ4JZ,Cardiac surgery,,"Replacement of Tricuspid Valve with Synthetic Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02RJ08Z,Cardiac surgery,,"Replacement of Tricuspid Valve with Zooplastic Tissue, Open Approach"
CARD,ICD-10-PCS,02RJ48Z,Cardiac surgery,,"Replacement of Tricuspid Valve with Zooplastic Tissue, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02RM07Z,Cardiac surgery,,"Replacement of Ventricular Septum with Autologous Tissue Substitute, Open Approach"
CARD,ICD-10-PCS,02RM47Z,Cardiac surgery,,"Replacement of Ventricular Septum with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02RM0KZ,Cardiac surgery,,"Replacement of Ventricular Septum with Nonautologous Tissue Substitute, Open Approach"
CARD,ICD-10-PCS,02RM4KZ,Cardiac surgery,,"Replacement of Ventricular Septum with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02RM0JZ,Cardiac surgery,,"Replacement of Ventricular Septum with Synthetic Substitute, Open Approach"
CARD,ICD-10-PCS,02RM4JZ,Cardiac surgery,,"Replacement of Ventricular Septum with Synthetic Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02RM08Z,Cardiac surgery,,"Replacement of Ventricular Septum with Zooplastic Tissue, Open Approach"
CARD,ICD-10-PCS,02RM48Z,Cardiac surgery,,"Replacement of Ventricular Septum with Zooplastic Tissue, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02SP0ZZ,Cardiac surgery,,"Reposition Pulmonary Trunk, Open Approach"
CARD,ICD-10-PCS,02T50ZZ,Cardiac surgery,,"Resection of Atrial Septum, Open Approach"
CARD,ICD-10-PCS,02T54ZZ,Cardiac surgery,,"Resection of Atrial Septum, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02T90ZZ,Cardiac surgery,,"Resection of Chordae Tendineae, Open Approach"
CARD,ICD-10-PCS,02T94ZZ,Cardiac surgery,,"Resection of Chordae Tendineae, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02T80ZZ,Cardiac surgery,,"Resection of Conduction Mechanism, Open Approach"
CARD,ICD-10-PCS,02T84ZZ,Cardiac surgery,,"Resection of Conduction Mechanism, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02TD0ZZ,Cardiac surgery,,"Resection of Papillary Muscle, Open Approach"
CARD,ICD-10-PCS,02TD4ZZ,Cardiac surgery,,"Resection of Papillary Muscle, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02TN0ZZ,Cardiac surgery,,"Resection of Pericardium, Open Approach"
CARD,ICD-10-PCS,02TN4ZZ,Cardiac surgery,,"Resection of Pericardium, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02TH0ZZ,Cardiac surgery,,"Resection of Pulmonary Valve, Open Approach"
CARD,ICD-10-PCS,02TH4ZZ,Cardiac surgery,,"Resection of Pulmonary Valve, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02TM0ZZ,Cardiac surgery,,"Resection of Ventricular Septum, Open Approach"
CARD,ICD-10-PCS,02TM4ZZ,Cardiac surgery,,"Resection of Ventricular Septum, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02VA0CZ,Cardiac surgery,,"Restriction of Heart with Extraluminal Device, Open Approach"
CARD,ICD-10-PCS,02VA4CZ,Cardiac surgery,,"Restriction of Heart with Extraluminal Device, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02VA0ZZ,Cardiac surgery,,"Restriction of Heart, Open Approach"
CARD,ICD-10-PCS,02VA4ZZ,Cardiac surgery,,"Restriction of Heart, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02VG0ZZ,Cardiac surgery,,"Restriction of Mitral Valve, Open Approach"
CARD,ICD-10-PCS,02VG4ZZ,Cardiac surgery,,"Restriction of Mitral Valve, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02VL0CZ,Cardiac surgery,,"Retriction of Left Ventricle with Extraluminal Device, Open Approach"
CARD,ICD-10-PCS,02VL4CZ,Cardiac surgery,,"Retriction of Left Ventricle with Extraluminal Device, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02VL0DZ,Cardiac surgery,,"Retriction of Left Ventricle with Intraluminal Device, Open Approach"
CARD,ICD-10-PCS,02VL4DZ,Cardiac surgery,,"Retriction of Left Ventricle with Intraluminal Device, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02VL0ZZ,Cardiac surgery,,"Retriction of Left Ventricle, Open Approach"
CARD,ICD-10-PCS,02VL4ZZ,Cardiac surgery,,"Retriction of Left Ventricle, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02WA07Z,Cardiac surgery,,"Revision of Autologous Tissue Substitute in Heart, Open Approach"
CARD,ICD-10-PCS,02WA47Z,Cardiac surgery,,"Revision of Autologous Tissue Substitute in Heart, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02WA0RS,Cardiac surgery,,"Revision of Biventricular Short-term External Heart Assist System in Heart, Open Approach"
CARD,ICD-10-PCS,02WA4RS,Cardiac surgery,,"Revision of Biventricular Short-term External Heart Assist System in Heart, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,0WWD00Z,Cardiac surgery,,"Revision of Drainage Device in Pericardial Cavity, Open Approach"
CARD,ICD-10-PCS,0WWD40Z,Cardiac surgery,,"Revision of Drainage Device in Pericardial Cavity, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02WA0CZ,Cardiac surgery,,"Revision of Extraluminal Device in Heart, Open Approach"
CARD,ICD-10-PCS,02WA4CZ,Cardiac surgery,,"Revision of Extraluminal Device in Heart, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02WA0QZ,Cardiac surgery,,"Revision of Implantable Heart Assist System in Heart, Open Approach"
CARD,ICD-10-PCS,02WA4QZ,Cardiac surgery,,"Revision of Implantable Heart Assist System in Heart, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02WA03Z,Cardiac surgery,,"Revision of Infusion Device in Heart, Open Approach"
CARD,ICD-10-PCS,02WA43Z,Cardiac surgery,,"Revision of Infusion Device in Heart, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,0WWD03Z,Cardiac surgery,,"Revision of Infusion Device in Pericardial Cavity, Open Approach"
CARD,ICD-10-PCS,0WWD43Z,Cardiac surgery,,"Revision of Infusion Device in Pericardial Cavity, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02WA0DZ,Cardiac surgery,,"Revision of Intraluminal Device in Heart, Open Approach"
CARD,ICD-10-PCS,02WA4DZ,Cardiac surgery,,"Revision of Intraluminal Device in Heart, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02WA02Z,Cardiac surgery,,"Revision of Monitoring Device in Heart, Open Approach"
CARD,ICD-10-PCS,02WA42Z,Cardiac surgery,,"Revision of Monitoring Device in Heart, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02WA0KZ,Cardiac surgery,,"Revision of Nonautologous Tissue Substitute in Heart, Open Approach"
CARD,ICD-10-PCS,02WA4KZ,Cardiac surgery,,"Revision of Nonautologous Tissue Substitute in Heart, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02WA0YZ,Cardiac surgery,,"Revision of Other Device in Heart, Open Approach"
CARD,ICD-10-PCS,02WA4YZ,Cardiac surgery,,"Revision of Other Device in Heart, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,0WWD0YZ,Cardiac surgery,,"Revision of Other Device in Pericardial Cavity, Open Approach"
CARD,ICD-10-PCS,0WWD4YZ,Cardiac surgery,,"Revision of Other Device in Pericardial Cavity, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,0WWD01Z,Cardiac surgery,,"Revision of Radioactive Element in Pericardial Cavity, Open Approach"
CARD,ICD-10-PCS,0WWD41Z,Cardiac surgery,,"Revision of Radioactive Element in Pericardial Cavity, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02WA0RZ,Cardiac surgery,,"Revision of Short-term External Heart Assist System in Heart, Open Approach"
CARD,ICD-10-PCS,02WA4RZ,Cardiac surgery,,"Revision of Short-term External Heart Assist System in Heart, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02W50JZ,Cardiac surgery,,"Revision of Synthetic Substitute in Atrial Septum, Open Approach"
CARD,ICD-10-PCS,02W54JZ,Cardiac surgery,,"Revision of Synthetic Substitute in Atrial Septum, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02WA0JZ,Cardiac surgery,,"Revision of Synthetic Substitute in Heart, Open Approach"
CARD,ICD-10-PCS,02WA4JZ,Cardiac surgery,,"Revision of Synthetic Substitute in Heart, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02WA08Z,Cardiac surgery,,"Revision of Zooplastic Tissue in Heart, Open Approach"
CARD,ICD-10-PCS,02WA48Z,Cardiac surgery,,"Revision of Zooplastic Tissue in Heart, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02UF07J,Cardiac surgery,,"Supplement Aortic Valve created from Truncal Valve with Autologous Tissue Substitute, Open Approach"
CARD,ICD-10-PCS,02UF47J,Cardiac surgery,,"Supplement Aortic Valve created from Truncal Valve with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02UF0KJ,Cardiac surgery,,"Supplement Aortic Valve created from Truncal Valve with Nonautologous Tissue Substitute, Open Approach"
CARD,ICD-10-PCS,02UF4KJ,Cardiac surgery,,"Supplement Aortic Valve created from Truncal Valve with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02UF0JJ,Cardiac surgery,,"Supplement Aortic Valve created from Truncal Valve with Synthetic Substitute, Open Approach"
CARD,ICD-10-PCS,02UF4JJ,Cardiac surgery,,"Supplement Aortic Valve created from Truncal Valve with Synthetic Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02UF08J,Cardiac surgery,,"Supplement Aortic Valve created from Truncal Valve with Zooplastic Tissue, Open Approach"
CARD,ICD-10-PCS,02UF48J,Cardiac surgery,,"Supplement Aortic Valve created from Truncal Valve with Zooplastic Tissue, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02UF07Z,Cardiac surgery,,"Supplement Aortic Valve with Autologous Tissue Substitute, Open Approach"
CARD,ICD-10-PCS,02UF47Z,Cardiac surgery,,"Supplement Aortic Valve with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02UF0KZ,Cardiac surgery,,"Supplement Aortic Valve with Nonautologous Tissue Substitute, Open Approach"
CARD,ICD-10-PCS,02UF4KZ,Cardiac surgery,,"Supplement Aortic Valve with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02UF0JZ,Cardiac surgery,,"Supplement Aortic Valve with Synthetic Substitute, Open Approach"
CARD,ICD-10-PCS,02UF4JZ,Cardiac surgery,,"Supplement Aortic Valve with Synthetic Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02UF08Z,Cardiac surgery,,"Supplement Aortic Valve with Zooplastic Tissue, Open Approach"
CARD,ICD-10-PCS,02UF48Z,Cardiac surgery,,"Supplement Aortic Valve with Zooplastic Tissue, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02U507Z,Cardiac surgery,,"Supplement Atrial Septum with Autologous Tissue Substitute, Open Approach"
CARD,ICD-10-PCS,02U547Z,Cardiac surgery,,"Supplement Atrial Septum with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02U50KZ,Cardiac surgery,,"Supplement Atrial Septum with Nonautologous Tissue Substitute, Open Approach"
CARD,ICD-10-PCS,02U54KZ,Cardiac surgery,,"Supplement Atrial Septum with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02U50JZ,Cardiac surgery,,"Supplement Atrial Septum with Synthetic Substitute, Open Approach"
CARD,ICD-10-PCS,02U54JZ,Cardiac surgery,,"Supplement Atrial Septum with Synthetic Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02U508Z,Cardiac surgery,,"Supplement Atrial Septum with Zooplastic Tissue, Open Approach"
CARD,ICD-10-PCS,02U548Z,Cardiac surgery,,"Supplement Atrial Septum with Zooplastic Tissue, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02U907Z,Cardiac surgery,,"Supplement Chordae Tendineae with Autologous Tissue Substitute, Open Approach"
CARD,ICD-10-PCS,02U947Z,Cardiac surgery,,"Supplement Chordae Tendineae with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
CARD,ICD-10-PCS,02U90KZ,Cardiac surgery,,"Supplement Chordae Tendineae with Nonautologous Tissue Substitute, Open Approach"
