proc_code	description	base_name	component_name	count
LABTBP15	TRANSFUSION BLOOD PRODUCT 16	XMR	UNIT CROSSMATCH  	319
10335R	HLA - SCREENING C1Q	9271R	SERUM DATE	316
10335R	HLA - SCREENING C1Q	9275R	HLA ANTIBODIES FOR C1Q CLASS I	316
10335R	HLA - SCREENING C1Q	9282R	DISCLAIMER	316
10335R	HLA - SCREENING C1Q	9585R	COMPOSED TEXT CLASS I	316
10335R	HLA - SCREENING C1Q	9605R	METHOD	316
LABCMVM	CMV AB IGM	CMVIGM	CMV IGM AB	316
LABTRFN	TRANSFERRIN	TRFRN	TRANSFERRIN	316
10335R	HLA - SCREENING C1Q	9263R	CUMULATIVE ANTIBODIES BY IGG	315
10335R	HLA - SCREENING C1Q	9274R	CPRA FOR C1Q CLASS I	315
10335R	HLA - SCREENING C1Q	9350R	MFI RESULTS FOR SCREENING C1Q CLASS I	315
10335R	HLA - SCREENING C1Q	9265R	CUMULATIVE ANTIBODIES BY C1Q	314
LABYBOH	BETA-HYDROXYBUTYRATE	BOH	BETA-HYDROXYBUTYRATE	314
LABHGBP	"HEMOGLOBIN, PLASMA"	12078R	OXYHEMOGLOBIN	313
LABANCA	NEUTROPHIL CYTOPLASMA REFLEX AB PANEL	ANCIGG	"ANCA, IGG"	313
LABYFGL	"GLUCOSE, FLUID"	GLUFLD	GLUCOSE BODY FLUID	313
LABYFGL	"GLUCOSE, FLUID"	YFLSC1	FLUID TYPE	313
LABBMT2	BMT PANEL 2	EGFR	EGFR	312
LABANCA	NEUTROPHIL CYTOPLASMA REFLEX AB PANEL	MPOAR	MYELOPEROX AB REFLEX	312
LABPTTINH	PTT INHIBITOR SCREEN	PTTDIR	INTERPRETED BY	312
LABANCA	NEUTROPHIL CYTOPLASMA REFLEX AB PANEL	SERINEPR3	SERINE PR3 REFLEX	312
LABTBP23	TRANSFUSION BLOOD PRODUCT 24	UBT	UNIT BLOOD TYPE  	312
LABTBP23	TRANSFUSION BLOOD PRODUCT 24	UNT	UNIT NUMBER  	312
10335R	HLA - SCREENING C1Q	9266R	CPRA FOR CUMULATIVE C1Q	311
LABSYNCT	"CELL COUNT AND DIFF, SYNOVIAL FLUID"	SCMT	SYNOVIAL FLUID COMMENT	311
LABANTIXA	"LMW HEPARIN, ANTIXA U/ML"	ANTIXA	"LMW HEPARIN, ANTIXA U/ML"	310
LABTBP20	TRANSFUSION BLOOD PRODUCT 21	DI	ISSUE DATE/TIME	305
LABCBCD	CBC WITH DIFF	LYMPHM	LYMPHOMA CELLS	305
LABBHB	BETA-HYDROXYBUTYRATE	BHB	BETA-HYDROXYBUTYRATE	303
LABTBP26	TRANSFUSION BLOOD PRODUCT 27	PRO	PRODUCT ID  	303
LABTBP26	TRANSFUSION BLOOD PRODUCT 27	SI	<<STATUS>>  	303
LABCSFCT	"CELL COUNT AND DIFF, CSF"	CRLYM	"REACT LYMPH, CSF"	302
LABHSVGM	HSV 1/2 IGM&TYPE-SPECIFIC IGG	HSVSL1	HSV 1 IGG INDEX	302
LABHSVGM	HSV 1/2 IGM&TYPE-SPECIFIC IGG	HSVSL2	HSV 1 IGG INTERPRETATION	302
LABHSVGM	HSV 1/2 IGM&TYPE-SPECIFIC IGG	HSVSL3	HSV 2 IGG INDEX	302
LABHSVGM	HSV 1/2 IGM&TYPE-SPECIFIC IGG	HSVSL4	HSV 2 IGG INTERPRETATION	302
LABHSVGM	HSV 1/2 IGM&TYPE-SPECIFIC IGG	HSVSL5	HSV 1/2 IGM INDEX	302
LABHSVGM	HSV 1/2 IGM&TYPE-SPECIFIC IGG	HSVSL7	HSV 1/2 IGM INTERPRETATION	302
LABTBP5	TRANSFUSION BLOOD PRODUCT 6	SPEXP	SPECIMEN EXPIRATION DATE/TIME	300
LABYWNILE	"WEST NILE VIRUS AB, IGG AND IGM"	WNVIGG	WEST NILE VIRUS AB IGG	300
LABYWNILE	"WEST NILE VIRUS AB, IGG AND IGM"	WNVIGM	WEST NILE VIRUS AB IGM	300
LABYWNILE	"WEST NILE VIRUS AB, IGG AND IGM"	YWNSC	SOURCE	299
LABVCULR	"VIRAL CULTURE, RESPIRATORY"	CULT	CULT/OTHER RSLT:	297
LABVCULR	"VIRAL CULTURE, RESPIRATORY"	RPT	RPT	297
LABVCULR	"VIRAL CULTURE, RESPIRATORY"	SDES	SPECIMEN	297
LABVCULR	"VIRAL CULTURE, RESPIRATORY"	SREQ	COMMENTS	297
LABCBCD	CBC WITH DIFF	PLYM	PROLYMPHOCYTE	294
10330R	HLA - SCREENING IGG	9244R	CUMULATIVE ANTIBODIES BY IGG	291
10330R	HLA - SCREENING IGG	9246R	CUMULATIVE ANTIBODIES BY C1Q	291
10330R	HLA - SCREENING IGG	9249R	IGG COMBINED PEAK CPRA	291
10330R	HLA - SCREENING IGG	9250R	IGG COMBINED PEAK DATE	291
10330R	HLA - SCREENING IGG	9251R	SERUM DATE	291
10330R	HLA - SCREENING IGG	9262R	DISCLAIMER	291
10330R	HLA - SCREENING IGG	9604R	METHOD	291
LABYCP	"C - PEPTIDE, SERUM"	CPEP	C-PEPTIDE	291
10330R	HLA - SCREENING IGG	9245R	CPRA FOR CUMULATIVE IGG	290
10330R	HLA - SCREENING IGG	9254R	CPRA FOR IGG CLASS I	290
10330R	HLA - SCREENING IGG	9255R	HLA ANTIBODIES FOR IGG CLASS I	290
10330R	HLA - SCREENING IGG	9583R	COMPOSED TEXT CLASS I	290
10330R	HLA - SCREENING IGG	9650R	MFI RESULTS FOR SCREENING IGG CLASS I	290
10330R	HLA - SCREENING IGG	9248R	IGG COMBINED CPRA FOR SERUM	288
10330R	HLA - SCREENING IGG	9257R	CPRA FOR IGG CLASS II	288
10330R	HLA - SCREENING IGG	9258R	HLA ANTIBODIES FOR IGG CLASS II	288
10330R	HLA - SCREENING IGG	9261R	COMPOSED TEXT CLASS II	288
10330R	HLA - SCREENING IGG	9651R	MFI RESULTS FOR SCREENING IGG CLASS II	288
LABWNVAB	"WEST NILE VIRUS AB PANEL, CSF"	WNVIGG	WEST NILE VIRUS IGG	288
LABFLUAPC 	FLU A PCR	FLUADI	DISCLAIMER	286
LABFLUAPC 	FLU A PCR	FLUAMT	METHOD	286
LABFLUAPC 	FLU A PCR	FLUAR	INFLUENZA A RNA	286
LABFLUAPC 	FLU A PCR	FLUASP	SPECIMEN	286
LABUA	URINALYSIS WITH MICROSCOPIC	CECAST	CELLULAR CASTS	285
LABCSFCT	"CELL COUNT AND DIFF, CSF"	CCNT	CELLS COUNTED	284
LABTBP21	TRANSFUSION BLOOD PRODUCT 22	DI	ISSUE DATE/TIME	284
LABYUCDA	"CONFIRMED DRUG ABUSE SURVEY, URINE"	AMPHET	AMPHETAMINES	283
LAB11242R	VZV QUANT	11243R	SOURCE	282
LAB11242R	VZV QUANT	11247R	VZV QUANT	282
LABWNVAB	"WEST NILE VIRUS AB PANEL, CSF"	WNVIGM	WEST NILE VIRUS IGM	282
LABCO2	"CO2, SERUM/PLASMA"	CO2	"CO2, SER/PLAS"	279
LABCBCS	CBC WITH DIFF AND SLIDE REVIEW	PRMY	PROMYELOCYTES	278
LABFADAG	"ADENOVIRUS AG, STOOL"	ADAG	ADENOVIRUS AG	277
LABCDPLI	COLD AGGLUTININ SCREEN	CDPL	COLD ANTIBODY SCREEN	277
LABTBP27	TRANSFUSION BLOOD PRODUCT 28	PRO	PRODUCT ID  	277
LABTBP27	TRANSFUSION BLOOD PRODUCT 28	SI	<<STATUS>>  	277
LABCBCD	CBC WITH DIFF	MEGA	MEGAKARY/100WBC	276
LAB11098R	1 25 OH VITAMIN D	125OHD2	"VITAMIN D, 1,25-DIHYDRO"	275
LABVZVIGG	VZ IGG	VGGDES	VZV IGG TEST DESCRIPTION	274
LABVZVIGG	VZ IGG	VGGQUL	VZV IGG RESULT	274
LABTBP24	TRANSFUSION BLOOD PRODUCT 25	UBT	UNIT BLOOD TYPE  	272
LABTBP24	TRANSFUSION BLOOD PRODUCT 25	UNT	UNIT NUMBER  	272
LABCL	"CHLORIDE, SERUM/PLASMA"	CL	"CHLORIDE, SER/PLAS"	270
LABUAPRN	"URINALYSIS, SCREEN FOR CULTURE"	URIC	URIC ACID CRYSTALS	270
LABYUCDA	"CONFIRMED DRUG ABUSE SURVEY, URINE"	ALCOHOL	ALCOHOL	269
LABYPTHRP	"PTH-RELATED PEPTIDE, PLASMA"	PTH	PTH-RELATED PEPTIDE	269
LABVZVIGG	VZ IGG	VGGQNT	VZV IGG LEVEL	269
LABEB	EBV AB PANEL	11165R	EB VIRUS EARLY AG (R+D) IGG	268
LABEB	EBV AB PANEL	11166R	EB NUCLEAR AB	268
LABEB	EBV AB PANEL	12001R	"VCA IGG ,IFA"	268
LABEB	EBV AB PANEL	12002R	"VCA IGM ,IFA"	268
10290R	HLA - TYPING	9078R	INTERPRETATION/ COMMENTS	268
LABPCEG7O	"ISTAT EG7, OTHER"	FIO2	FIO2	265
LABYCOPPR	"COPPER, SERUM"	COPPER	"COPPER, SERUM"	264
LABYUCDA	"CONFIRMED DRUG ABUSE SURVEY, URINE"	BARB	BARBITURATES	263
LABCMVIGM	CMV IGM	CMMQNT	CMV IGM LEVEL	263
LABYUCDA	"CONFIRMED DRUG ABUSE SURVEY, URINE"	BENZO	BENZODIAZEPINES	262
LABYUCDA	"CONFIRMED DRUG ABUSE SURVEY, URINE"	COCAINE	COCAINE	262
LABYUCDA	"CONFIRMED DRUG ABUSE SURVEY, URINE"	OPIATE	OPIATES	262
LABYUCDA	"CONFIRMED DRUG ABUSE SURVEY, URINE"	YUPCP	PHENCYCLIDINE	262
LABYUCDA	"CONFIRMED DRUG ABUSE SURVEY, URINE"	YUTTHC	TETRAHYDROCANNABINOL	262
LAB11069R	ALDOLASE	ALDOLASE	"ALDOLASE, SERUM"	261
LABTBP16	TRANSFUSION BLOOD PRODUCT 17	XMR	UNIT CROSSMATCH  	261
LABBCRABL	"BCR - ABL, BLOOD"	BCRCMT	COMMENT	260
LABBCRABL	"BCR - ABL, BLOOD"	BCRDIS	DISCLAIMER	260
LABBCRABL	"BCR - ABL, BLOOD"	BCRMET	METHOD	260
LABBCRABL	"BCR - ABL, BLOOD"	BCRPRM	PRIMERS	260
LABBCRABL	"BCR - ABL, BLOOD"	BCRRES	RESULTS	260
LABADVQT	ADENOVIRUS DNA PCR QUANT	ADDNA	ADENOVIRUS DNA	258
LABADVQT	ADENOVIRUS DNA PCR QUANT	ADVCP	RESULT	258
LABADVQT	ADENOVIRUS DNA PCR QUANT	ADVLOG	RESULT LOG 10	258
LABADVQT	ADENOVIRUS DNA PCR QUANT	ADVSP	SPECIMEN	258
LABADVQT	ADENOVIRUS DNA PCR QUANT	ADVTIP	TEST DESCRIPTION	258
LABFHV12	"HSV 1 AND 2 PCR, NON CSF"	HV1DNA	"HSV-1 DNA, QN PCR"	255
LABFHV12	"HSV 1 AND 2 PCR, NON CSF"	HV2DNA	"HSV-2 DNA, QN PCR"	255
LABCBCS	CBC WITH DIFF AND SLIDE REVIEW	REACTL	REACTIVE LYMPHS	253
LABEBVPAN	EPSTEIN-BARR VIRUS AB PANEL	VMQNT	VMQNT	253
LABCRYST	"CRYSTAL ANALYSIS, SYNOVIAL FLUID"	BIREF	BIREFRINGENCE	252
LABCRYST	"CRYSTAL ANALYSIS, SYNOVIAL FLUID"	LOCAT	LOCATION	252
LABCRYST	"CRYSTAL ANALYSIS, SYNOVIAL FLUID"	SHAPE	SHAPE	252
LABCRYST	"CRYSTAL ANALYSIS, SYNOVIAL FLUID"	SIZE	SIZE	252
LABAPHSA2	ANTI PHOSPHOLIPID AB PANEL	ACAIGG	ACA IGG ANTIBODIES	251
LABAPHSA2	ANTI PHOSPHOLIPID AB PANEL	ACAIGM	ACA IGM ANTIBODIES	251
LABHBCA	IGM ANTI-HBC	HBCINT	INTERPRETATION	251
LABHBCA	IGM ANTI-HBC	HBCR	IGM ANTI-HBC ANTIBODY	251
LABAPHSA2	ANTI PHOSPHOLIPID AB PANEL	LUPINT	LUPUS INTERPRETATION	251
LABTBP25	TRANSFUSION BLOOD PRODUCT 26	UBT	UNIT BLOOD TYPE  	251
LABTBP25	TRANSFUSION BLOOD PRODUCT 26	UNT	UNIT NUMBER  	251
LABBCRABL	"BCR - ABL, BLOOD"	BCRDIR	INTERPRETED BY	250
LABPCEG7O	"ISTAT EG7, OTHER"	BE	"BASE EXCESS, ISTAT"	250
LABTBP22	TRANSFUSION BLOOD PRODUCT 23	DI	ISSUE DATE/TIME	248
LABTBP28	TRANSFUSION BLOOD PRODUCT 29	PRO	PRODUCT ID  	248
LABTBP28	TRANSFUSION BLOOD PRODUCT 29	SI	<<STATUS>>  	248
LABTBP17	TRANSFUSION BLOOD PRODUCT 18	XMR	UNIT CROSSMATCH  	248
LABGNTPOL	GENTAMICIN PEAK LEVEL	GENTPK	"GENTAMICIN, PEAK"	247
LABGNTPOL	GENTAMICIN PEAK LEVEL	GNTPO2	DATE & TIME OF LAST DOSE	247
LABGNTPOL	GENTAMICIN PEAK LEVEL	GNTPO3	DOSAGE	247
LABGNTPOL	GENTAMICIN PEAK LEVEL	GNTPO4	ADMINISTRATION ROUTE	247
LAB11234R	VZV TOTAL AND IGM AB PANEL	11235R	"VARICELLA-ZOSTER, ACIF"	245
LAB11234R	VZV TOTAL AND IGM AB PANEL	11236R	"VZ AB IGM, IFA"	245
LAB11234R	VZV TOTAL AND IGM AB PANEL	11237R	VZV INTERPRETATION	245
LABFMYAB	MYCOPLASMA IGG/IGM AB	FMYABG	M.PNEUMONIA AB IGG	245
LABFMYAB	MYCOPLASMA IGG/IGM AB	FMYABM	M.PNEUMONIA AB IGM	245
LABYERYTH	ERYTHROPOIETIN	EPO	ERYTHROPOIETIN	244
LABOLIG	CSF PROTEIN & IMMUNOFIX ELECT.	ALBCPI	"ALBUMIN, SER/PLAS"	243
LABOLIG	CSF PROTEIN & IMMUNOFIX ELECT.	CAB	CSF ALBUMIN	243
LABOLIG	CSF PROTEIN & IMMUNOFIX ELECT.	CIG	CSF IGG	243
LABOLIG	CSF PROTEIN & IMMUNOFIX ELECT.	CINDX	CSF IGG/ALBUMIN INDEX	243
LABOLIG	CSF PROTEIN & IMMUNOFIX ELECT.	CPIEI	INTERPRETATION	243
LABOLIG	CSF PROTEIN & IMMUNOFIX ELECT.	CPIER	RESULT	243
LABOLIG	CSF PROTEIN & IMMUNOFIX ELECT.	IGGCPI	"IGG, SER/PLAS"	243
LABLAMOL	LAMOTRIGINE LEVEL	LAMO	LAMO	243
LABLAMOL	LAMOTRIGINE LEVEL	LAMO1	LAMO1	243
LABLAMOL	LAMOTRIGINE LEVEL	LAMO2	LAMO2	243
LABLAMOL	LAMOTRIGINE LEVEL	LAMO3	LAMO3	243
LABLAMOL	LAMOTRIGINE LEVEL	LAMO4	LAMO4	243
LABBLCA	"AFB CULTURE, BLOOD"	CULT	CULT/OTHER RSLT:	239
LABGASBLD	OCCULT BLOOD GASTRIC	OCCBLDGAS	"OCCULT BLOOD,GASTRIC"	239
LABBLCA	"AFB CULTURE, BLOOD"	RPT	RPT	239
LABBLCA	"AFB CULTURE, BLOOD"	SDES	SPECIMEN	239
LABBLCA	"AFB CULTURE, BLOOD"	SREQ	COMMENTS	239
LABWNVAB	"WEST NILE VIRUS AB PANEL, CSF"	WNITP	W NILE INTERPRETATION	237
10335R	HLA - SCREENING C1Q	9264R	CPRA FOR CUMULATIVE IGG	236
LABCBCD	CBC WITH DIFF	DYSPL	"DYSPL GRANS, UNCLASS."	236
LABHBSQT	HEP B SURF AB QUANT	HBSAIN	INTERPRETATION	236
LABHBSQT	HEP B SURF AB QUANT	HBSAQL	HEP B SURF AB QUAL	236
LABHBSQT	HEP B SURF AB QUANT	HBSAQT	HEP B SURF AB QUANT	236
LABANTIXA	ANTI XA / LMWH	ANTIXA	"LMW HEPARIN, ANTIXA U/ML"	235
LABEVPCR	ENTEROVIRUS BY PCR	EVIN	ENTEROVIRUS PCR INTERPRETATION	235
LABEVPCR	ENTEROVIRUS BY PCR	EVR	CSF ENTEROVIRUS RESULT	235
LABAPHSA2	ANTI PHOSPHOLIPID AB PANEL	B2GPIG	"BETA-2 GLYCOPROTEIN 1, IGG"	234
LABAPHSA2	ANTI PHOSPHOLIPID AB PANEL	B2GPIM	"BETA-2 GLYCOPROTEIN 1, IGM"	234
LABAPHSA2	ANTI PHOSPHOLIPID AB PANEL	DRVVCN	DRVV CONFIRMATION	234
LABAPHSA2	ANTI PHOSPHOLIPID AB PANEL	DRVVIN	DRVV INTERPRETATION	234
LABAPHSA2	ANTI PHOSPHOLIPID AB PANEL	DRVVMX	DRVV MIX	234
LABAPHSA2	ANTI PHOSPHOLIPID AB PANEL	DRVVSC	DRVV SCREEN	234
10290R	HLA - TYPING	9077R	NMDP CODES	233
LABYCCPIG	ANTI CCP	CCPINT	INTERPRETATION	233
LABYCCPIG	ANTI CCP	CCPR	ANTI CCP ANTIBODY	233
LABEVPCR	ENTEROVIRUS BY PCR	EVSP	SPECIMEN	233
LABAPHSA2	ANTI PHOSPHOLIPID AB PANEL	DRVVLA	DRVV NORMALIZED RATIO	232
LABCKITMU	DETECTION OF C-KIT MUTATIONS	KITDI	DISCLAIMER	231
LABCKITMU	DETECTION OF C-KIT MUTATIONS	KITDX	CLINICAL INDICATION	231
LABCKITMU	DETECTION OF C-KIT MUTATIONS	KITME	METHOD	231
LABCKITMU	DETECTION OF C-KIT MUTATIONS	KITPR	PRIMER	231
LABCKITMU	DETECTION OF C-KIT MUTATIONS	KITRE	RESULT	231
LAB12573R	ANCA	12575R	C-ANCA	230
LAB12573R	ANCA	12576R	P-ANCA	230
LABVCULT	"VIRAL CULTURE, TISSUE"	CULT	CULT/OTHER RSLT:	230
LABVCULT	"VIRAL CULTURE, TISSUE"	RPT	RPT	230
LABVCULT	"VIRAL CULTURE, TISSUE"	SDES	SPECIMEN	230
LABVCULT	"VIRAL CULTURE, TISSUE"	SREQ	COMMENTS	230
LABYMETFF	"METANEPHRINES FRACTIONATED FREE, PLASMA"	UMETF	METANEPHRINE FREE	230
LABYMETFF	"METANEPHRINES FRACTIONATED FREE, PLASMA"	UNORMETF	"NORMETANEPHRINE,FREE"	230
10330R	HLA - SCREENING IGG	9247R	CPRA FOR CUMULATIVE C1Q	229
LABTBP29	TRANSFUSION BLOOD PRODUCT 30	PRO	PRODUCT ID  	229
LABTBP29	TRANSFUSION BLOOD PRODUCT 30	SI	<<STATUS>>  	229
LABFHV12	"HSV 1 AND 2 PCR, NON CSF"	SOURC9	SOURCE	229
LABBFCT	"CELL COUNT AND DIFF, FLUID"	FRLYM	"REACTIVE LYMPHS, FLD"	228
LABERUPLT	EMERGENCY RELEASE PLT	PLT	PLATELETS	228
LABTBP26	TRANSFUSION BLOOD PRODUCT 27	UBT	UNIT BLOOD TYPE  	228
LABTBP26	TRANSFUSION BLOOD PRODUCT 27	UNT	UNIT NUMBER  	228
LAB11023R	EB NUCLEAR AG AB	11166R	EB NUCLEAR AB	226
LABCD4CT	CD4 COUNT	C3P4PA	"CD3+/CD4+,ABS"	226
LABCD4CT	CD4 COUNT	C3P4PC	"CD3+/CD4+,%"	226
LABCD4CT	CD4 COUNT	LYM	LYMPHOCYTES %	226
LABCD4CT	CD4 COUNT	LYMAB	"LYMPHOCYTES, ABS."	226
LABCD4CT	CD4 COUNT	WBC	WBC COUNT	226
LAB11020R	EB VIRUS EARLY AG (R+D) IGG	11165R	EB VIRUS EARLY AG (R+D) IGG	224
LABADPCRQ	"ADENOVIRUS REAL TIME PCR,QUANTITATIVE"	ADPCR1	ADENVIRUS DNA	224
LABTBP23	TRANSFUSION BLOOD PRODUCT 24	DI	ISSUE DATE/TIME	224
LABADPCRQ	"ADENOVIRUS REAL TIME PCR,QUANTITATIVE"	SOUR10	SOURCE	224
LABIOPTH	INTRA OPERATIVE PTH	IOPTH	INTRA OPERATIVE PTH	223
LAB11024R	EB VIRAL CAPSID AG IGM AB	11167R	EB VCA IGM AB	222
LAB11030R	EB VIRAL CAPSID AG IGG AB	11168R	EB VCA IGG AB	222
LABFDP	FIBRIN DEGRADATION PRODUCTS	FDP	FIBRIN DEGRAD PROD	219
10335R	HLA - SCREENING C1Q	10472R	DSA FOR C1Q CLASS I	217
LABSTRONG	"STRONGYLOIDES IGG AB, ELISA"	STROG	"STRONGYLOIDES ,LGG"	217
LABRITUX	RITUXAN PANEL	C45RAA	"CD4+/CD45RA+, ABS"	215
LABRITUX	RITUXAN PANEL	C45RAP	CD4+/CD45RA+ %	215
LABRITUX	RITUXAN PANEL	C45ROA	"CD4+/CD45RO+, ABS"	215
LABRITUX	RITUXAN PANEL	C45ROP	CD4+/CD45RO+ %	215
LABRITUX	RITUXAN PANEL	CD19AB	"CD19 (PAN B), ABS."	215
LABRITUX	RITUXAN PANEL	CD19PC	CD19 (PAN B) %	215
LABRITUX	RITUXAN PANEL	CD20AB	"CD20 (PAN B), ABS."	215
LABRITUX	RITUXAN PANEL	CD20PC	CD20 (PAN B) %	215
LABRITUX	RITUXAN PANEL	CD3AB	"CD3 (PAN T), ABS."	215
LABRITUX	RITUXAN PANEL	CD3PC	CD3 (PAN T) %	215
LABRITUX	RITUXAN PANEL	CD4AB	"CD3+/CD4+, ABS."	215
LABRITUX	RITUXAN PANEL	CD4PC	CD3+/CD4+ %	215
LABRITUX	RITUXAN PANEL	CD8AB	"CD3+/CD8+, ABS."	215
LABRITUX	RITUXAN PANEL	CD8PC	CD3+/CD8+ %	215
LABRITUX	RITUXAN PANEL	HNS	"CD4+CD8 TOTAL, CD3+%"	215
LABRITUX	RITUXAN PANEL	HSABS	"CD4+CD8 TOTAL, CD3+ ABS."	215
LABRITUX	RITUXAN PANEL	HSRATIO	"CD4/CD8 RATIO, CD3+"	215
LABRITUX	RITUXAN PANEL	LYM	LYMPHOCYTES %	215
LABRITUX	RITUXAN PANEL	LYMAB	"LYMPHOCYTES, ABS."	215
LABRITUX	RITUXAN PANEL	RTXFDA	NOTE	215
LABRITUX	RITUXAN PANEL	WBC	WBC COUNT	215
LABCEBPA	"DETECTION OF CEBPA, BLOOD"	CEPDI	DISCLAIMER	213
LABCEBPA	"DETECTION OF CEBPA, BLOOD"	CEPDX	CLINICAL INDICATION	213
LABCEBPA	"DETECTION OF CEBPA, BLOOD"	CEPMT	METHOD	213
LABQFTB	QUANTIFERON FOR LATENT TB INFECTION	QTFNIN	QUANTIFERON INTERPRETATION	212
LABQFTB	QUANTIFERON FOR LATENT TB INFECTION	QTFNRS	QUANTIFERON-TB	212
LABUALB	"ALBUMIN WITH CREATININE, URINE (RANDOM)"	UALB	"ALBUMIN, URINE"	212
LABUALB	"ALBUMIN WITH CREATININE, URINE (RANDOM)"	UALBCR	ALB/CREAT RATIO	212
LABUALB	"ALBUMIN WITH CREATININE, URINE (RANDOM)"	UALBCRINTP	ALB/CREAT INTERP	212
LABUALB	"ALBUMIN WITH CREATININE, URINE (RANDOM)"	UCR	URINE CREAT	212
LABAPHSAB	ANTI PHOSPHOLIPID AB PANEL	ACAIGG	ACA IGG ANTIBODIES	211
LABAPHSAB	ANTI PHOSPHOLIPID AB PANEL	ACAIGM	ACA IGM ANTIBODIES	211
LABKOHP	KOH / CALCOFLUOR	KOH	KOH PREP	211
LABAPHSAB	ANTI PHOSPHOLIPID AB PANEL	LUPINT	LUPUS INTERPRETATION	211
LABKOHP	KOH / CALCOFLUOR	RPT	RPT	211
LABKOHP	KOH / CALCOFLUOR	SDES	SPECIMEN	211
LABKOHP	KOH / CALCOFLUOR	SREQ	COMMENTS	211
10335R	HLA - SCREENING C1Q	9277R	CPRA FOR C1Q CLASS II	210
10335R	HLA - SCREENING C1Q	9278R	HLA ANTIBODIES FOR C1Q CLASS II	210
10335R	HLA - SCREENING C1Q	9281R	COMPOSED TEXT CLASS II	210
10335R	HLA - SCREENING C1Q	9652R	MFI RESULTS FOR SCREENING C1Q CLASS II	210
LABSSAABY	ANTI-RO ANTIBODY	SSAIN	ANTI-RO INTERPRETATION	210
LABSSAABY	ANTI-RO ANTIBODY	SSAQUL	ANTI-RO RESULT	210
LABYTESFT	"TESTOSTERONE, TOTAL AND FREE"	TESTOSFREE	"TESTOSTERONE, FREE"	210
LABCEBPA	"DETECTION OF CEBPA, BLOOD"	CEPRE	RESULT	209
LABHHV6QT	HHV-6 PCR QUANT	HHV6CP	RESULT	209
LABHHV6QT	HHV-6 PCR QUANT	HHV6DN	HHV-6 DNA	209
LABHHV6QT	HHV-6 PCR QUANT	HHV6LO	RESULT LOG 10	209
LABHHV6QT	HHV-6 PCR QUANT	HHV6SP	SPECIMEN	209
LABHHV6QT	HHV-6 PCR QUANT	HHV6TI	TEST DESCRIPTION	209
LABCKITMU	DETECTION OF C-KIT MUTATIONS	KITAA	AMINO ACID CHANGE	209
LABCKITMU	DETECTION OF C-KIT MUTATIONS	KITCO	COMMENT	209
LABSTDY1	STUDY TEST	LABS1	LABS1	209
LABSTDY1	STUDY TEST	RESS1	RESS1	209
LABSHIV12	RAPID HIV-1/2 ANTIBODY	SHIV12	RAPID HIV-1/2 ANTIBODY	209
LABSTDY1	STUDY TEST	SPTYS1	SPTYS1	209
LABSTDY1	STUDY TEST	TESTS1	TESTS1	209
10150R	HLA ORDER - SUMMARIES	10049R	HLA LAB TESTING STATUS	208
LABIGA	"IGA, SERUM"	IGA	"IGA, SERUM"	208
10150R	HLA ORDER - SUMMARIES	RINFO	TO FIND RESULT:	208
LABSTREP	BETA STREP THROAT SCREEN RAPID EIA	BSTREP	BETA STREP THROAT EIA SCREEN	207
LABCKITMU	DETECTION OF C-KIT MUTATIONS	KITMD	INTERPRETED BY	207
LABTBP30	TRANSFUSION BLOOD PRODUCT 31	PRO	PRODUCT ID  	207
LABTBP30	TRANSFUSION BLOOD PRODUCT 31	SI	<<STATUS>>  	207
LABTBP27	TRANSFUSION BLOOD PRODUCT 28	UBT	UNIT BLOOD TYPE  	207
LABTBP27	TRANSFUSION BLOOD PRODUCT 28	UNT	UNIT NUMBER  	207
10330R	HLA - SCREENING IGG	10469R	DSA FOR IGG CLASS I	206
LABBFCT	"CELL COUNT AND DIFF, FLUID"	CCNT	CELLS COUNTED	206
LABHSVCSF	"HSV DNA PCR QUAL, CSF"	HSV1PC	HSV-1 DNA	206
LABHSVCSF	"HSV DNA PCR QUAL, CSF"	HSV2PC	HSV-2 DNA	206
LABHSVCSF	"HSV DNA PCR QUAL, CSF"	HSVINC	TEST DESCRIPTION	206
LABHSVCSF	"HSV DNA PCR QUAL, CSF"	SDES11	SPECIMEN	206
LABSSBABY	ANTI-LA ANTIBODY	SSBINT	ANTI-LA INTERPRETATION	206
LABSSBABY	ANTI-LA ANTIBODY	SSBQUL	ANTI-LA RESULT	206
10330R	HLA - SCREENING IGG	10470R	DSA FOR IGG CLASS II	205
LABFADA	"ADENOSINE DEAMINASE, FLUID"	ADAFLD	"ADENOSINE DEAMIN., FLD"	205
LABTBP24	TRANSFUSION BLOOD PRODUCT 25	DI	ISSUE DATE/TIME	205
LABCRYO	CRYOPROTEIN SEMI - QUANTITATIVE	PL24	"PLASMA, 24HR"	205
LABCRYO	CRYOPROTEIN SEMI - QUANTITATIVE	PL72	"PLASMA, 72HR"	205
LABFADA	"ADENOSINE DEAMINASE, FLUID"	SPTYAD	FLUID TYPE	205
LABCRYO	CRYOPROTEIN SEMI - QUANTITATIVE	SR24	"SERUM, 24HR"	205
LABCRYO	CRYOPROTEIN SEMI - QUANTITATIVE	SR72	"SERUM, 72HR"	205
LABTBP18	TRANSFUSION BLOOD PRODUCT 19	XMR	UNIT CROSSMATCH  	204
LABHIVQ2	HIV-1 RNA PCR QUANTITATIVE	HIVNO	NOTES	202
