base_name	description	display_name	count
LABCMVIGG	CMV AB IGG	CMV Ab, Total	32
LABCMVIGG	CMV IGG	CMV Ab Total	32
LABCMVIGG	CMV AB IGG	CMV AB IGG	29
LABCMVIGG	CMV AB TOTAL	CMV Ab, Total	29
LABCMVIGG	CMV IGG	CMV Ab, total	22
LABCMVIGG	CMV AB IGG		17
LABCMVIGG	CMV AB TOTAL	CMV Ab Total	13
LABCMVIGG	CMV IGG	CMV Ab, IgG	6
LABCMVIGG	CMV AB TOTAL		4
LABCMVIGG	CMV IGG	CMV AB Total	2
LABCMVIGG	CMV AB IGG	CMV Ab Total	1
LABCMVIGM	CMV IGM	CMV IgM	1185
LABCMVIGM	CMV IGM		29
LABCMVIGM	CMV AB IGM	CMV AB IGM	25
LABCMVIGM	CMV AB IGM		16
LABCMVIGM	CMV AB IGM	CMV IgM	6
LABCMVIGT	CMV IGG (TRANSFUSION)	CMV IgG (Transfusion)	810
LABCMVM	CMV IGM	CMV IgM	574
LABCMVM	CMV AB IGM	CMV AB IGM	441
LABCMVM	CMV IGM		261
LABCMVM	CMV AB IGM		198
LABCMVM	CMV AB IGM	CMV IgM	114
LABCMVP	CMV DNA PCR QUAL, NON-PLASMA		1485
LABCMVP	CMV DNA PCR QUAL, NON-BLOOD		1188
LABCMVP	CMV DNA PCR QUAL, NON-BLOOD	CMV PCR, Qualitative, CSF	252
LABCMVP	CMV DNA PCR QUAL, NON-PLASMA	CMV PCR, Qualitative, CSF	211
LABCMVP	CMV DNA PCR QUAL, NON-BLOOD	CMV PCR QUALITATIVE	201
LABCMVP	CMV DNA PCR QUAL, NON-PLASMA	CMV PCR QUALITATIVE	196
LABCMVP	CMV DNA PCR QUAL, NON-PLASMA	CMV DNA PCR Qual, Non-Plasma	155
LABCMVP	CMV DNA PCR QUAL, NON-PLASMA	CMV PCR	81
LABCMVP	CMV DNA PCR QUAL, NON-BLOOD	CMV PCR	58
LABCMVP	CMV DNA PCR QUAL, NON-PLASMA	CMV PCR, Qualitative, Bronchoalveolar Lavage	57
LABCMVP	CMV DNA PCR QUAL, NON-BLOOD	CMV PCR Qualitative, Non-Blood	48
LABCMVP	CMV DNA PCR QUAL, NON-PLASMA	CMV PCR, Qual, Pleural Fluid	22
LABCMVP	CMV DNA PCR QUAL, NON-BLOOD	CMV PCR, Qual, Pleural Fluid	20
LABCMVP	CMV DNA PCR QUAL, NON-BLOOD	CMV PCR, Qualitative, Bronchoalveolar Lavage	16
LABCMVP	CMV DNA PCR QUAL, NON-PLASMA	CMV PCR, Qual, Pericardial  Fluid	12
LABCMVP	CMV DNA PCR QUAL, NON-BLOOD	CMV PCR, Qual,Peritoneal Fluid	5
LABCMVP	CMV DNA PCR QUAL, NON-BLOOD	CMV PCR, Qualitative, Bone Marrow (ACD)	4
LABCMVP	CMV DNA PCR QUAL, NON-PLASMA	CMV PCR, Qual,Peritoneal Fluid	4
LABCMVP	CMV DNA PCR QUAL, NON-BLOOD	CMV PCR, Qual, Pericardial  Fluid	2
LABCMVP	CMV DNA PCR QUAL, NON-BLOOD	CMV PCR, Qualitative	2
LABCMVP	CMV DNA PCR QUAL, NON-PLASMA	CMV PCR, Qualitative, Bone Marrow (ACD)	2
LABCMVPQ	CMV DNA PCR QUANT, PLASMA	CMV DNA PCR Quant, Plasma	4876
LABCMVPQ	CMV PCR QUANTITATIVE	CMV PCR Quantitative	3012
LABCMVPQ	CMV DNA PCR QUANT, PLASMA	CMV PCR Quantitative	1732
LABCMVPQ	CMV PCR QUANTITATIVE		222
LABCMVPQ	CMV DNA PCR QUANT, PLASMA		212
LABCMVPQ	CMV PCR QUANTITATIVE	CMV PCR Quant	14
LABCMVPQ	CMV DNA PCR QUANT, PLASMA	CMV PCR Quant	9
LABCMVQL	CMV DNA PCR QUAL, NON-PLASMA	CMV DNA PCR Qual, Non-Plasma	529
LABCMVQL	CMV DNA PCR QUAL, NON-PLASMA	CMV PCR, Qualitative, CSF	315
LABCMVQL	CMV DNA PCR QUAL, NON-PLASMA	CMV PCR QUALITATIVE	125
LABCMVQL	CMV DNA PCR QUAL, NON-PLASMA	CMV PCR	74
LABCMVQL	CMV DNA PCR QUAL, NON-PLASMA	CMV PCR, Qualitative, Bronchoalveolar Lavage	41
LABCMVQL	CMV DNA PCR QUAL, NON-PLASMA		30
LABCMVQL	CMV DNA PCR QUAL, NON-PLASMA	CMV PCR Qualitative CSF	25
LABCMVQL	CMV DNA PCR QUAL, NON-PLASMA	CMV PCR, Qual, Pericardial  Fluid	16
LABCMVQL	CMV DNA PCR QUAL, NON-PLASMA	CMV PCR, Qual, Pleural Fluid	16
LABCMVQL	CMV DNA PCR QUAL, NON-BLOOD		11
LABCMVQL	CMV DNA PCR QUAL, NON-PLASMA	CMV PCR, Qualitative, Bone Marrow (ACD)	4
LABCMVQL	CMV DNA PCR QUAL, NON-BLOOD	CMV PCR QUALITATIVE	2
LABCMVQL	CMV DNA PCR QUAL, NON-PLASMA	CMV PCR, Qual,Peritoneal Fluid	2
LABCMVQL	CMV DNA PCR QUAL, NON-BLOOD	CMV PCR, Qual,Peritoneal Fluid	1
LABCMVQT	CMV DNA PCR QUANT, PLASMA	CMV DNA PCR Quant, Plasma	2746
LABCMVQT	CMV DNA PCR QUANT, PLASMA	CMV PCR Quantitative	1098
LABCMVQT	CMV PCR QUANTITATIVE	CMV PCR Quantitative	8
LABCMVQT	CMV DNA PCR QUANT, PLASMA	CMV PCR Quant	3
LABCMVQT	CMV PCR QUANTITATIVE		2
LABCMVRC	CMV RAPID CULTURE	CMV RAPID CULTURE	44
LABCMVRO	CMV RULE OUT	CMV RULE OUT	1059
LABCMVTSI	CMV AB TOTAL SOLID PHASE (GALILEO)		834
LABCO2	CO2, SERUM/PLASMA	CO2, Serum/Plasma	852
LABCO2	CO2, SERUM/PLASMA		378
LABCOCC	COCCIDIOIDES COMPLEMENT FIXATION, CSF	Coccidioides Complement Fixation, CSF	40
LABCOCC	COCCIDIOIDES COMPLEMENT FIXATION, CSF		28
LABCOCFS	COCCIDIOIDES COMPLEMENT FIXATION, SERUM	Coccidioides Complement Fixation, Serum	97
LABCOCFS	COCCIDIOIDES COMPLEMENT FIXATION, SERUM		8
LABCOCI	COCCI ID (SERUM)	Cocci ID (Serum)	45
LABCOCI	COCCI ID (SERUM)		9
LABCOHB	CARBOXYHEMOGLOBIN	Carboxyhemoglobin	134
LABCOHB	CARBOXYHEMOGLOBIN		12
LABCOPYPT	COPY REQUEST	Copy Request	4
LABCOPYPT	COPY REQUEST		2
LABCORT	CORTISOL, SERUM	Cortisol, Serum	11928
LABCORT	CORTISOL, SERUM		1140
LABCORT	CORTISOL, SERUM	Cortisol, Serum - post	3
LABCORT	CORTISOL, SERUM	Cortisol, Serum - pre	3
LABCORT	CORTISOL, SERUM	Cortisol, Serum - AM / or Baseline level	1
LABCORTS	CORTISOL, POST OP	Cortisol, Post Op	1803
LABCORTS	CORTISOL, POST OP		52
LABCOXBAB	COXSACKIE B AB, SERUM	COXSACKIE B AB, SERUM	2
LABCOXPNL	COXSACKIE A AB PANEL	Coxsackie A Ab Panel	151
LABCOXPNL	COXSACKIE A AB PANEL		10
LABCOXPNL	COXSACKIE A AB PANEL	Coxsackie A AB Panel	2
LABCOXPNL	COXSACKIE A AB PANEL	COXSACKIE A AB, SERUM	2
LABCR	CREATININE, SERUM/PLASMA	Creatinine, Serum/Plasma	3684
LABCR	CREATININE, SERUM/PLASMA		710
LABCR	CREATININE, SERUM/PLASMA	Creatinine, Serum/Plasma (LABCR)	4
LABCR	CREATININE, SERUM/PLASMA	Creatinine, Serum/Plasma 	2
LABCRCL	CREATININE CLEARANCE, URINE	Creatinine Clearance, Urine	1196
LABCRCL	CREATININE CLEARANCE, URINE		556
LABCRCL	CREATININE CLEARANCE	Creatinine Clearance	340
LABCRCL	CREATININE CLEARANCE	Creatinine Clearance, Urine	103
LABCRCL	CREATININE CLEARANCE, URINE	Creatinine Clearance, Urine  	3
LABCRDABG	ARTERIAL BLOOD GASES, CORD BLOOD	Arterial Blood Gases, Cord Blood	18
LABCRDABG	ARTERIAL BLOOD GASES, CORD BLOOD		18
LABCRDVBG	VENOUS BLOOD GASES, CORD BLOOD	Venous Blood Gases, Cord Blood	18
LABCRDVBG	VENOUS BLOOD GASES, CORD BLOOD		18
LABCRFA	CRYPTOSPORIDIUM DFA	Cryptosporidium DFA	341
LABCRFA	CRYPTOSPORIDIUM DFA		126
LABCRP	C - REACTIVE PROTEIN	C-Reactive Protein	29138
LABCRP	C - REACTIVE PROTEIN		2770
LABCRP	C - REACTIVE PROTEIN	CRP	24
LABCRP	C - REACTIVE PROTEIN	C-Reactive protein	10
LABCRPLB	CRYPTOCOCCAL AG LATEX, BLOOD	Cryptococcal Ag Latex, Blood	1697
LABCRPLB	CRYPTOCOCCAL AG LATEX, BLOOD		74
LABCRPLB	CRYPTOCOCCAL AG LATEX, BLOOD	Cryptococcal Ag (latex), blood	6
LABCRPLB	CRYPTOCOCCAL AG LATEX, BLOOD	Cryptococcal Antigen Latex, Blood	6
LABCRPLC	CRYPTOCOCCAL AG LATEX, CSF	Cryptococcal Ag Latex, CSF	866
LABCRPLC	CRYPTOCOCCAL AG LATEX, CSF	Cryptococcal Ag (Latex), CSF	820
LABCRPLC	CRYPTOCOCCAL AG LATEX, CSF		578
LABCRPLC	CRYPTOCOCCAL AG LATEX, CSF	Cryptococcal Ag (Latex), CSF Shunt Fluid	18
LABCRPLFB	CRYPTOCOCCAL ANTIGEN LATERAL FLOW, BLOOD	Cryptococcal Antigen Lateral Flow, Blood	280
LABCRPLFC	CRYPTOCOCCAL ANTIGEN LATERAL FLOW, CSF	Cryptococcal Antigen Lateral Flow, CSF	326
LABCRTINE	CREATINE, SER/PLAS	Creatine, Serum	101
LABCRTINE	CREATINE, SERUM	Creatine, Serum	40
LABCRTINE	CREATINE, SER/PLAS	Creatine, Ser/Plas	2
LABCRTINE	CREATINE, SER/PLAS		2
LABCRTINE	CREATINE, SERUM		2
LABCRYEIA	CRYPTOSPORIDIUM EIA	CRYPTOSPORIDIUM EIA	174
LABCRYO	CRYOPROTEIN SEMI - QUANTITATIVE	Cryoprotein Semi-Quantitative	660
LABCRYO	CRYOPROTEIN SEMI - QUANTITATIVE		30
LABCRYST	CRYSTAL ANALYSIS, SYNOVIAL FLUID	Crystal Analysis, Synovial Fluid	1082
LABCRYST	CRYSTAL ANALYSIS, SYNOVIAL FLUID		346
LABCSFALB	ALBUMIN, CSF	Albumin, CSF	16
LABCSFALB	ALBUMIN, CSF		4
LABCSFC	CSF CULTURE AND GRAM STAIN	CSF Culture + Gram Stain, CSF	4560
LABCSFC	CSF CULTURE AND GRAM STAIN	CSF Culture And Gram Stain	4113
LABCSFC	CSF CULTURE AND GRAM STAIN		2544
LABCSFC	CSF CULTURE AND GRAM STAIN	CSF culture	383
LABCSFC	CSF CULTURE AND GRAM STAIN	CSF Culture + Gram Stain, CSF Shunt Fluid - Always order Anaerobic Culture with this test	122
LABCSFC	CSF CULTURE AND GRAM STAIN	CSF Culture + Gram Stain	10
LABCSFC	CSF CULTURE AND GRAM STAIN	CSFCulture	6
LABCSFCT	CELL COUNT AND DIFF, CSF	Cell Count and Diff, CSF	12380
LABCSFCT	CELL COUNT AND DIFF, CSF		3834
LABCSFCT	CELL COUNT AND DIFF, CSF	Cell count and diff, CSF	813
LABCSFCT	CELL COUNT AND DIFF, CSF	CSF Cell Count and Diff	2
LABCSFGL	GLUCOSE, CSF	Glucose, CSF	10122
LABCSFGL	GLUCOSE, CSF		2840
LABCSFGL	GLUCOSE, CSF	CSF Glucose	2
LABCSFLD	LDH, CSF	LDH, CSF	442
LABCSFLD	LDH, CSF		124
LABCSFTP	PROTEIN TOTAL, CSF	Protein, Total, CSF	4944
LABCSFTP	PROTEIN TOTAL, CSF	Protein Total, CSF	4485
LABCSFTP	PROTEIN TOTAL, CSF		2852
LABCSFTP	PROTEIN TOTAL, CSF	Protein, total, CSF	462
LABCSFTP	PROTEIN TOTAL, CSF	CSF Total Protein	2
LABCSMP	CANCER SOMATIC MUTATION PANEL	CANCER SOMATIC MUTATION PANEL	135
LABCSMP	CANCER SOMATIC MUTATION PANEL	Cancer Somatic Mutation Panel	110
LABCSMP	CANCER SOMATIC MUTATION PANEL	Cancer Somatic Mutation Panel (molecular diagnostic)	26
LABCSMP	CANCER SOMATIC MUTATION PANEL		6
LABCSMPB	CANCER SOMATIC MUTATION PNL, BLOOD	CANCER SOMATIC MUTATION PNL, BLOOD	251
LABCSMPB	CANCER SOMATIC MUTATION PNL, BLOOD	Cancer Somatic Mutation Pnl, Blood	25
LABCSMPBM	CANCER SOMATIC MUTATION PNL, BM	Cancer Somatic Mutation Panel, Bone Marrow (molecular diagnostic)	236
LABCSMPBM	CANCER SOMATIC MUTATION PNL, BM	Cancer Somatic Mutation Pnl, BM	228
LABCSMPBM	CANCER SOMATIC MUTATION PNL, BM	CANCER SOMATIC MUTATION PNL, BM	52
LABCSTOTA	PROTEIN C&S, TOTAL	Protein C&S, Total	426
LABCSTOTA	PROTEIN C&S, TOTAL		14
LABCTC	CATHETER TIP CULTURE	Catheter Tip Culture	1286
LABCTC	CATHETER TIP CULTURE		1222
LABCYAB	CYSTICERCUS AB	Cysticercus Ab	27
LABCYAB	CYSTICERCUS AB		6
LABCYCWBL	CYCLOSPORINE, WHOLE BLOOD	Cyclosporine, Whole Blood	9247
LABCYCWBL	CYCLOSPORINE, WHOLE BLOOD		722
LABCYCWBL	CYCLOSPORINE, WHOLE BLOOD	CYCLOSPORINE, WHOLE BLOOD	36
LABCYCWBL	CYCLOSPORINE, WHOLE BLOOD	Int Cyclosporine, Whole Blood Every 4 Weeks	2
LABCYLEX	IMMUNE CELL FUNCTION (CYLEX)	Immune Cell Function (CYLEX)	65
LABCYLX	IMMUNE FUNCTION TEST	Immune Function Test	139
LABCYLX	IMMUNE FUNCTION TEST		10
LABCYLX	IMMUNE FUNCTION TEST	Immune Function Test (Cylex)	1
LABCYSBLD	CYSTICERCUS AB REFLEX PANEL, SERUM	Cysticercus Ab Reflex Panel, Serum	59
LABCYSBLD	CYSTICERCUS AB REFLEX PANEL, SERUM		2
LABCYSCSF	CYSTICERCUS AB REFLEX PANEL, CSF	Cysticercus Ab Reflex Panel, CSF	47
LABCYSCSF	CYSTICERCUS AB REFLEX PANEL, CSF		8
LABCYSI	CYSTICERCOSIS, CSF AND SERUM	Cysticercosis, CSF and Serum	79
LABCYSI	CYSTICERCOSIS, CSF AND SERUM		18
LABCYTGEN	CYTOGENETICS FISH ORDER		1006
LABCYTOG	CYTOGENETICS REPORT		1300
LABCYTOG	CYTOGENETICS REPORT	Cytogenetics Report	1220
LABCZPL	CARBAMAZEPINE, SERUM	Carbamazepine, Serum	694
LABCZPL	CARBAMAZEPINE, SERUM		54
LABCZPL	CARBAMAZEPINE, SERUM	Carbamazepine	15
LABD816V	KIT D816V MUTATION, AS-PCR, BLOOD	KIT D816V MUTATION, AS-PCR, BLOOD	12
LABD816V	KIT D816V MUTATION, AS-PCR, BLOOD	KIT D816V Mutation, AS-PCR, Blood	6
LABDATBSI	DIRECT COOMBS BROAD SPECTRUM	Direct Coombs Broad Spectrum	3488
LABDATBSI	DIRECT COOMBS BROAD SPECTRUM		534
LABDATLA	DIRECT ANTIGLOBULIN TEST - LARC		4
LABDBGT	DABIGATRAN	Dabigatran	8
LABDBIL	BILIRUBIN DIRECT, SERUM/PLASMA	Bilirubin Direct, Serum/Plasma	5528
LABDBIL	BILIRUBIN DIRECT, SERUM/PLASMA		3338
LABDBIL	BILIRUBIN DIRECT, SERUM/PLASMA	Bilirubin, Direct, Serum/Plasma	12
LABDBIL	BILIRUBIN DIRECT, SERUM/PLASMA	Bilirubin Direct, Serum/Plasma  [LABDBIL]	2
LABDBQ	DIRECT LIPID FRACTIONATION	Direct Lipid Fractionation	2
LABDCGSN	DONOR, CHAGAS SCN W/REFL		56
LABDCGSN	DONOR, CHAGAS SCN W/REFL	Donor, Chagas Scn w/Refl	12
LABDCMVAB	DONOR, CMV TOTAL ANTIBODIES	Donor, CMV Total Antibodies	2
LABDCMVL	DONOR CMV AB (LIVING)		54
LABDCMVL	DONOR CMV- TOTAL AB	Donor CMV- Total Ab	28
LABDCMVL	DONOR CMV AB (LIVING)	Donor CMV AB (Living)	12
LABDCMVL	DONOR CMV AB (LIVING)	Donor CMV Ab (Living)	6
LABDCMVL	DONOR CMV- TOTAL AB	Donor CMV AB (Living)	2
LABDDIM	D - DIMER	D-Dimer	3494
LABDDIM	D - DIMER		1366
LABDDIM	D - DIMER	D-DIMER	1254
LABDDIM	D - DIMER	D-Dimer (Elisa)	18
LABDDIM	D - DIMER	PTT Partial Thromboplastin Time	16
LABDDIML	D - DIMER (ELISA)	D-Dimer (ELISA)	2642
LABDDIML	D - DIMER (ELISA)		530
LABDDIML	D - DIMER (ELISA)	D-DIMER (ELISA)	112
LABDFA	DENGUE FEVER AB	Dengue Fever Ab	168
LABDFA	DENGUE FEVER AB		10
LABDGHBP	DIAG. HEPATITIS B PANEL	DIAG. HEPATITIS B PANEL	734
LABDGHBP	DIAG. HEPATITIS B PANEL	Hepatitis B Diagnostic Panel	231
LABDGHBP	HEPATITIS B DIAGNOSTIC PANEL	Hepatitis B Diagnostic Panel	13
LABDGHBP	HEPATITIS B DIAGNOSTIC PANEL	DIAG. HEPATITIS B PANEL	2
LABDGHBP	DIAG. HEPATITIS B PANEL	*  Hepatitis B Diagnostic Panel	1
LABDHB	DONOR HEPATITIS B SURFACE AG		4
LABDHBAG	DONOR, HEP B SURFACE AG	Donor, Hep B Surface AG	2
LABDHBCAB	DONOR, HEP B CORE TOTAL AB	Donor, Hep B Core Total AB	2
LABDHBCC	DONOR HEPATITIS B CORE AB (LIVING)		4
LABDHBP	HEPATITIS B DIAGNOSTIC PANEL	Hepatitis B Diagnostic Panel	2749
LABDHBP	HEPATITIS B DIAGNOSTIC PANEL		100
LABDHEPC	DONOR HEPATITIS C AB		4
LABDHIVAB	DONOR,HIV-1/HIV-2 AB SCN W/RFL	Donor,HIV-1/HIV-2 AB Scn w/Rfl	2
LABDHIVB	DONOR HIV AB		54
LABDHIVB	DONOR HIV AB	Donor HIV Ab	14
LABDHTLVQ	DONOR, HTLV-I/II AB SCN	Donor, HTLV-I/II AB Scn	2
LABDHTLVQ	DONOR, HTLV-I/II AB SCN		2
LABDIC	DIC SCREEN	DIC Screen	39924
LABDIC	DIC SCREEN		1472
LABDIC	DIC SCREEN	*  DIC Screen (PT / PTT/ Fib /TT / D-Dimer)	11
LABDIC	DIC SCREEN	DIC screen	2
LABDIFF	SLIDE DIFFERENTIAL		6
LABDIFF	SLIDE DIFFERENTIAL	Slide Differential	2
LABDIGL	DIGOXIN, SERUM	Digoxin, Serum	9389
LABDIGL	DIGOXIN, SERUM		1306
LABDIGL	DIGOXIN, SERUM	Digoxin	339
LABDIGL	DIGOXIN, SERUM	Digoxin Level	8
LABDNAISO	NUCLEIC ACID ISOLATION, DNA		2
LABDOA	DRUGS OF ABUSE SCREEN, URINE	Drugs Of Abuse Screen, Urine	24704
LABDOA	DRUGS OF ABUSE SCREEN, URINE		4800
LABDOA	DRUGS OF ABUSE SCREEN, URINE	Drugs of abuse screen, urine	1220
LABDOA	DRUGS OF ABUSE SCREEN, URINE	DRUGS OF ABUSE SCREEN, URINE	455
LABDONLAI	DONATH LANDSTEINER	Donath Landsteiner	36
LABDOXEPI	DOXEPIN AND METABOLITE	Doxepin And Metabolite	2
LABDPARE	DIRECT PARASITE EXAM		20
LABDPARE	DIRECT PARASITE EXAM	Direct Parasite Exam	12
LABDRPR	DONOR, RPR W/RFL TO SYPH IGG	Donor, RPR W/Rfl to Syph IgG	2
LABDRPRS	DONOR, RPR		54
LABDRPRS	DONOR SYPHILIS SCREEN	Donor Syphilis Screen	6
LABDRPRS	DONOR, RPR	Donor, RPR	6
LABDRPRS	DONOR, SYPHILIS SCREEN	Donor, syphilis screen	4
LABDRVVTP	DILUTE RUSSELL VIPER VENOM PANEL	Dilute Russell Viper Venom Panel	320
LABDRVVTP	DILUTE RUSSELL VIPER VENOM PANEL		34
LABDSDNA	ANTI - DSDNA AB	Anti-DSDNA Ab	1442
LABDSDNA	ANTI - DSDNA AB		74
LABDT	DIPHTHERIA AND TETANUS AB IGG	Diphtheria And Tetanus Ab IgG	23
LABDT	DIPHTHERIA AND TETANUS AB IGG		4
LABDUTYPE	WEAK D TYPING		6
LABDVEAB	RAPID FLU A/B EIA	Rapid Flu A/B EIA	74
LABDVEAB	RAPID FLU A/B EIA		52
LABDVEADV	DIRECT VIRAL EXAM ADENO	Direct Viral Exam Adeno	16
LABDVEADV	DIRECT VIRAL EXAM ADENO		2
LABDVEAV3	ADENO DFA	Adeno DFA	28
LABDVEAV3	ADENO DFA		2
LABDVEFLA	DIRECT VIRAL EXAM FLU A	Direct Viral Exam Flu A	50
LABDVEFLA	DIRECT VIRAL EXAM FLU A		22
LABDVEFLB	DIRECT VIRAL EXAM FLU B	Direct Viral Exam Flu B	92
LABDVEFLB	DIRECT VIRAL EXAM FLU B		36
LABDVEHV	HSV/VZV DFA	HSV/VZV DFA	1845
LABDVEHV	HSV/VZV DFA		492
LABDVEHVR	HSV/VZV DFA REFLEX PCR	HSV/VZV DFA REFLEX PCR	154
LABDVEHVR	HSV/VZV DFA REFLEX PCR	HSV/VZV DFA reflex PCR	88
LABDVEIAR	FLU A DFA-REFLEX PCR	Flu A DFA-Reflex PCR	38
LABDVEIAR	FLU A DFA-REFLEX PCR		16
LABDVEIAV	FLU A DFA	Flu A DFA	134
LABDVEIAV	FLU A DFA		16
LABDVEIBV	FLU B DFA	Flu B DFA	100
LABDVEIBV	FLU B DFA		14
LABDVEMP	MPV DFA	MPV DFA	13
LABDVEMP	MPV DFA		2
LABDVEMPV	DIRECT VIRAL EXAM MPV	Direct Viral Exam MPV	16
LABDVEMPV	DIRECT VIRAL EXAM MPV		4
LABDVEP1	DIRECT VIRAL EXAM PARA 1	Direct Viral Exam Para 1	12
LABDVEP1	DIRECT VIRAL EXAM PARA 1		4
LABDVEP2	DIRECT VIRAL EXAM PARA 2	Direct Viral Exam Para 2	6
LABDVEP3	DIRECT VIRAL EXAM PARA 3	Direct Viral Exam Para 3	6
LABDVEPI1	PARA 1 DFA	Para 1 DFA	6
LABDVEPI2	PARA 2 DFA	Para 2 DFA	4
LABDVEPI3	PARA 3 DFA	Para 3 DFA	4
LABDVERO	ROTAVIRUS EIA (DIRECT VIRAL EXAM)	Rotavirus Direct Viral Exam	164
LABDVERO	ROTAVIRUS EIA (DIRECT VIRAL EXAM)		153
LABDVERO	ROTAVIRUS EIA (DIRECT VIRAL EXAM)	STOOL FOR ROTAVIRUS EIA	117
LABDVERO	ROTAVIRUS EIA (DIRECT VIRAL EXAM)	Stool For Rotavirus EIA	106
LABDVERO	ROTAVIRUS EIA (DIRECT VIRAL EXAM)	Direct vir exm: rotavirus	25
LABDVERS	RSV RAPID ANTIGEN, DIRECT EIA	RSV Rapid Antigen, Direct EIA	18
LABDVERS	RSV RAPID ANTIGEN, DIRECT EIA		2
LABDVERSV	DIRECT VIRAL EXAM RSV	Direct Viral Exam RSV	158
LABDVERSV	DIRECT VIRAL EXAM RSV		22
LABDVERTV	ROTAVIRUS ANTIGEN, STOOL	ROTAVIRUS ANTIGEN, STOOL	239
LABDVERTV	ROTAVIRUS ANTIGEN, STOOL	Stool For Rotavirus EIA	32
LABDVERTV	ROTAVIRUS ANTIGEN, STOOL	Direct vir exm: rotavirus	4
LABDVERTV	ROTAVIRUS ANTIGEN, STOOL	Direct Viral Exam: Rotavirus	3
LABDVERTV	ROTAVIRUS ANTIGEN, STOOL	Rotavirus Direct Viral Exam	2
LABDVERTV	ROTAVIRUS EIA (DIRECT VIRAL EXAM)		1
LABDVERV	RESPIRATORY DFA PANEL		1926
LABDVERV	RESPIRATORY DFA PANEL	DIRECT VIRAL EXAM, RESPIRATORY	1716
LABDVERV	RESPIRATORY DFA PANEL	Direct Viral Exam, Respiratory	1272
LABDVERV	RESPIRATORY DFA PANEL	RESPIRATORY DFA PANEL	26
LABDVERV	RESPIRATORY DFA PANEL	Direct Viral Exam, Resp	10
LABDVERV	RESPIRATORY DFA PANEL	Direct Viral Exam: Resp	6
LABDVERV3	RSV DFA	RSV DFA	337
LABDVERV3	RSV DFA		14
LABDVERVP	RESPIRATORY DFA PANEL	Respiratory DFA Panel	8764
LABDVERVP	RESPIRATORY DFA PANEL		2292
LABDVERVP	RESPIRATORY DFA PANEL	RESPIRATORY DFA PANEL	345
LABDVERVR	RESP DFA PANEL-REFLEX PCR	Resp DFA Panel-Reflex PCR	1006
LABDVERVR	RESP DFA PANEL-REFLEX PCR		300
LABDVEVH	HSV/VZ DFA (DIRECT VIRAL EXAM)		540
LABDVEVH	HSV/VZ DFA (DIRECT VIRAL EXAM)	DIRECT VIR EXAM: HSV/VZV	508
LABDVEVH	HSV/VZ DFA (DIRECT VIRAL EXAM)	HSV/VZV Direct Viral Exam	255
LABDVEVH	HSV/VZ DFA (DIRECT VIRAL EXAM)	DIRECT VIRAL EXAM: HSV/ADENO	14
LABDVEVH	HSV/VZ DFA (DIRECT VIRAL EXAM)	VZ/HSV, Direct Slide Exam	2
LABDWNIL	DONOR, WEST NILE VIRUS NAT		56
LABDWNIL	DONOR, WEST NILE VIRUS NAT	Donor, West Nile Virus NAT	12
LABE2O	ESTRADIOL	Estradiol	102
LABE2O	ESTRADIOL		8
LABEAIGG	EBV EARLY ANTIGEN IGG	EBV EARLY ANTIGEN IgG	41
LABEAIGG	EB VIRUS EARLY AG (R+D) IGG		32
LABEAIGG	EBV EARLY ANTIGEN IGG		4
LABEAIGG	EB VIRUS EARLY AG (R+D) IGG	EB VIRUS EARLY AG (R+D) IGG	1
LABEB	EBV AB PANEL	Epstein Barr Ab Panel	574
LABEB	EBV AB PANEL	EBV Ab Panel	371
LABEB	EBV AB PANEL	EPSTEIN BARR AB PANEL	241
LABEB	EBV AB PANEL		78
LABEBNABY	EBV NUCLEAR ANTIGEN (EBNA) IGG	EBV Nuclear Antigen (EBNA) IGG	43
LABEBNABY	EB NUCLEAR AG AB		32
LABEBNABY	EBV NUCLEAR ANTIGEN IGG	EB Nuclear Ag Ab	4
LABEBNABY	EB NUCLEAR AG AB	EB Nuclear Ag Ab	1
LABEBPCRQ	EBV BY PCR QUANTITATIVE	EBV By PCR Quantitative	1418
LABEBPCRQ	EBV PCR QUANTITATIVE	EBV PCR Quantitative	1379
LABEBPCRQ	EBV PCR QUANTITATIVE	EBV By PCR Quantitative	230
LABEBPCRQ	EBV PCR QUANTITATIVE		97
LABEBPCRQ	EBV BY PCR QUANTITATIVE	EBV By PCR, Quantitative	53
LABEBPCRQ	EBV PCR QUANTITATIVE	EBV By PCR, Quantitative	46
LABEBPCRQ	EBV BY PCR QUANTITATIVE		33
LABEBPCRQ	EBV PCR QUANTITATIVE	EBV PCR, Quantitative	13
LABEBPCRQ	EBV BY PCR QUANTITATIVE	EBV PCR, Quantitative	6
LABEBVC	EBV CAPSID AG	EBV Capsid Ag	20
LABEBVC	EBV CAPSID AG	EPSTEIN BARR VIRAL CAPSID AG	10
LABEBVC	EBV VIRAL CAPSID ANTIGEN IGA	Ebv Viral Capsid Antigen IGA	8
LABEBVC	EBV CAPSID AG		2
LABEBVPAN	EPSTEIN-BARR VIRUS AB PANEL	EPSTEIN-BARR VIRUS AB PANEL	1009
LABEBVPAN	EPSTEIN-BARR VIRUS AB PANEL	Epstein Barr Ab Panel	542
LABEBVPAN	EPSTEIN-BARR VIRUS AB PANEL		70
LABEBVPAN	EBV AB PANEL	Epstein Barr Ab Panel	45
