Rotation,Role,Provider_ID,Date,Chart_Review_Time,Note_Review_Time,Note_Entry_Time,Order_Entry_Time,Navigator_Time,Results_Review_Time,Total_Time,Number_EHR_Actions,Number_EHR_Actions_Accessed_Remotely,Number_Unique_Patient_Records_Accessed
General Medicine,PGY1,S0169383,2015-01-26,4:25:51,0:14:12,3:30:19,1:01:49,0:42:16,0:29:45,10:58:00,2447,333,10
General Medicine,PGY1,S0169383,2015-01-27,3:40:50,0:13:23,1:24:15,0:22:39,0:30:55,0:30:08,7:19:15,2105,117,12
General Medicine,PGY1,S0169383,2015-01-24,0:00:00,0:00:00,0:00:00,0:02:16,0:00:00,0:00:00,0:02:16,18,0,4
General Medicine,PGY1,S0169383,2015-01-25,2:38:12,0:07:24,1:29:36,0:13:47,0:16:49,0:13:07,5:30:29,1340,0,15
General Medicine,PGY1,S0169383,2015-01-22,4:22:09,0:15:31,2:23:19,0:49:41,0:45:15,0:24:53,10:07:47,2711,1145,18
General Medicine,PGY1,S0169383,2015-01-23,3:39:57,0:08:52,2:01:43,0:39:58,0:36:32,0:24:12,8:25:18,2414,0,12
General Medicine,PGY1,S0169383,2015-01-20,3:46:37,0:06:51,0:44:23,0:25:44,0:24:09,0:37:08,6:47:45,2199,0,18
General Medicine,PGY1,S0169383,2015-01-21,3:10:45,0:14:11,2:16:10,1:08:14,0:29:00,0:50:08,8:55:47,2151,0,11
General Medicine,PGY1,S0169401,2014-10-01,3:47:52,0:27:17,0:13:06,0:52:20,0:16:57,0:16:53,6:36:13,2392,233,52
General Medicine,PGY1,S0169401,2014-10-02,4:22:47,0:33:49,0:20:37,0:47:52,0:23:22,0:05:05,7:10:38,2829,173,17
General Medicine,PGY1,S0169401,2014-10-03,4:45:33,0:20:55,0:03:02,0:52:18,0:49:27,0:03:13,7:55:43,2987,433,22
General Medicine,PGY1,S0169401,2014-10-04,5:00:24,0:18:10,0:15:09,1:22:10,0:24:32,0:02:54,8:23:04,3023,426,34
General Medicine,PGY1,S0169401,2014-10-05,2:23:46,0:26:16,0:14:19,0:00:34,0:01:41,0:10:50,3:32:08,1133,1127,28
General Medicine,PGY1,S0169401,2014-10-06,4:48:30,0:32:09,0:09:23,0:51:07,0:36:51,0:03:01,7:12:01,2077,408,12
General Medicine,PGY1,S0169401,2014-10-07,4:46:12,0:26:58,0:06:04,1:00:14,0:23:59,0:09:54,7:28:35,2868,151,32
General Medicine,PGY1,S0106952,2015-01-16,4:50:25,0:10:52,2:04:40,0:38:36,0:58:07,0:23:32,9:39:18,3233,733,29
General Medicine,PGY1,S0106952,2015-01-17,5:00:30,0:04:41,4:04:51,0:33:59,0:30:48,0:15:21,10:53:19,2504,597,33
General Medicine,PGY1,S0106952,2015-01-14,3:41:42,0:05:43,3:07:26,0:05:27,0:09:39,0:08:05,7:44:47,2397,2383,106
General Medicine,PGY1,S0106952,2015-01-15,5:16:52,0:14:52,2:48:46,0:34:22,0:48:34,0:44:18,10:54:24,3042,375,31
General Medicine,PGY1,S0106952,2015-01-12,5:19:16,0:16:32,3:02:03,0:46:51,0:38:15,0:44:50,11:29:54,3033,869,28
General Medicine,PGY1,S0106952,2015-01-13,5:09:19,0:05:51,3:10:56,0:50:23,0:42:22,0:37:32,11:16:00,2677,791,31
General Medicine,PGY1,S0106952,2015-01-10,5:42:02,0:07:54,2:34:32,1:01:08,1:04:29,0:33:51,11:33:00,3022,710,25
General Medicine,PGY1,S0106952,2015-01-11,4:13:49,0:06:39,3:03:52,0:32:49,0:15:36,0:24:46,8:57:15,1908,395,23
General Medicine,PGY1,S0181060,2015-11-24,1:32:39,0:50:47,1:43:53,0:49:46,0:30:22,0:34:24,7:01:43,2342,0,16
General Medicine,PGY1,S0106952,2015-01-18,4:37:30,0:01:41,1:33:48,0:53:13,0:40:22,0:27:09,8:36:34,2518,843,53
General Medicine,PGY1,S0106952,2015-01-19,2:02:11,0:00:00,1:37:56,0:00:00,0:02:21,0:06:35,3:56:07,970,966,63
Intensive Care Unit,PGY2+,S0169400,2015-07-02,2:13:18,0:05:10,0:16:07,0:17:11,0:12:54,0:29:36,3:52:17,1296,57,12
Intensive Care Unit,PGY2+,S0169400,2015-07-06,2:03:26,0:10:16,0:20:30,0:11:04,0:13:02,0:27:31,3:37:21,928,44,26
Intensive Care Unit,PGY2+,S0169400,2015-07-07,2:42:03,0:10:21,0:12:25,0:10:06,0:38:44,0:18:22,4:30:11,1141,0,15
Intensive Care Unit,PGY2+,S0169400,2015-07-04,0:00:00,0:09:56,0:00:00,0:00:00,0:00:00,0:00:38,0:10:59,107,107,9
Intensive Care Unit,PGY2+,S0169400,2015-07-05,4:13:50,0:05:00,0:39:43,0:40:17,0:31:16,0:32:03,7:10:29,1961,8,15
Intensive Care Unit,PGY2+,S0169400,2015-07-08,0:00:00,0:03:24,0:00:00,0:00:17,0:00:00,0:00:00,0:04:00,60,38,7
Intensive Care Unit,PGY2+,S0169400,2015-07-09,0:42:16,0:01:56,0:02:47,0:01:05,0:05:48,0:06:02,1:05:46,323,41,12
Night Team,PGY2+,S0176040,2016-09-25,2:54:28,1:08:37,0:00:04,0:27:01,0:11:15,0:06:40,5:19:45,1605,0,25
Night Team,PGY2+,S0176040,2016-09-27,0:31:48,0:24:59,0:00:00,0:15:04,0:03:17,0:02:15,1:36:00,544,0,11
Night Team,PGY2+,S0176040,2016-09-26,1:42:29,1:13:08,0:00:08,0:17:50,0:07:45,0:02:49,3:39:44,1080,0,10
Night Team,PGY2+,S0176040,2016-09-29,4:12:22,2:26:37,0:00:08,1:00:48,0:40:17,0:07:31,9:19:20,2538,408,42
Night Team,PGY2+,S0176040,2016-09-28,2:36:01,1:03:56,0:00:04,0:42:13,0:17:07,0:08:33,5:11:36,1496,0,41
Intensive Care Unit,PGY2+,S0169400,2016-07-12,4:16:17,0:46:03,0:03:13,0:45:59,0:25:54,0:11:27,6:58:39,2589,0,32
Intensive Care Unit,PGY2+,S0169400,2016-07-13,3:37:37,0:33:07,0:15:52,0:26:02,0:28:59,0:12:11,6:12:39,2512,378,19
Intensive Care Unit,PGY2+,S0169400,2016-07-10,0:10:00,0:00:27,0:00:00,0:00:17,0:00:00,0:00:29,0:11:28,88,0,11
Intensive Care Unit,PGY2+,S0169400,2016-07-11,0:14:43,0:00:47,0:00:00,0:00:12,0:00:00,0:00:15,0:16:16,131,0,12
Intensive Care Unit,PGY2+,S0169400,2016-07-16,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,8,0,3
Night Team,PGY1,S0094959,2014-07-19,0:10:20,0:00:05,0:00:00,0:00:38,0:00:00,0:00:00,0:11:08,187,173,70
Intensive Care Unit,PGY2+,S0169400,2016-07-14,1:39:53,0:13:54,0:01:04,0:00:19,0:00:58,0:05:20,2:07:04,480,0,34
Intensive Care Unit,PGY2+,S0169400,2016-07-15,1:23:17,0:27:07,0:11:29,0:07:34,0:10:00,0:02:35,2:47:49,832,0,18
Night Team,PGY1,S0094959,2014-07-14,5:12:53,0:13:02,0:06:08,0:28:15,0:51:06,0:11:21,7:26:14,2223,0,46
Night Team,PGY1,S0094959,2014-07-15,5:53:37,0:05:18,0:06:05,0:15:59,0:51:32,0:12:43,7:47:14,2461,208,75
Night Team,PGY1,S0094959,2014-07-16,5:39:04,0:20:44,0:01:45,0:24:11,0:45:57,0:38:30,8:05:40,2723,217,59
Night Team,PGY1,S0094959,2014-07-17,6:20:00,0:25:50,0:06:13,0:20:58,0:23:08,0:26:32,8:15:44,2623,83,71
Night Team,PGY1,S0094959,2014-07-10,4:17:18,0:13:01,0:10:11,0:29:26,0:11:46,0:17:44,6:10:00,1919,0,68
Night Team,PGY1,S0094959,2014-07-11,2:40:01,0:02:35,0:02:24,0:37:36,0:09:43,0:16:05,3:57:51,1256,48,75
Night Team,PGY1,S0094959,2014-07-12,1:56:51,0:03:29,0:00:02,0:05:54,0:14:41,0:00:52,2:26:26,815,0,37
Night Team,PGY1,S0094959,2014-07-13,7:03:20,0:05:04,0:00:07,0:16:50,0:21:23,0:13:06,8:20:11,2636,0,65
General Medicine,PGY1,S0181077,2015-12-07,1:08:11,0:42:43,0:40:17,0:27:58,0:11:22,0:13:44,3:59:40,1793,119,15
General Medicine,PGY1,S0181078,2015-12-18,2:03:41,0:46:55,1:12:37,1:08:52,0:19:30,0:18:03,6:28:05,1718,196,13
General Medicine,PGY1,S0181078,2015-12-16,1:02:23,0:20:39,0:44:01,0:51:14,0:15:42,0:06:10,3:51:50,1277,94,9
General Medicine,PGY1,S0181078,2015-12-17,2:29:52,0:44:04,2:16:24,0:49:01,0:15:51,0:18:47,8:00:33,2049,272,12
General Medicine,PGY1,S0181078,2015-12-14,2:02:23,0:33:18,0:37:08,1:03:01,0:14:12,0:06:48,5:14:19,1667,133,7
General Medicine,PGY1,S0181078,2015-12-15,1:08:04,0:51:03,1:50:53,1:15:38,0:10:22,0:10:43,5:45:45,1741,327,11
General Medicine,PGY1,S0181078,2015-12-12,1:10:55,0:53:32,3:01:53,0:45:29,0:10:32,0:17:07,6:54:01,1608,565,6
General Medicine,PGY1,S0181078,2015-12-13,2:06:22,1:11:00,1:15:24,1:02:30,0:26:33,0:17:56,6:55:30,1691,110,11
General Medicine,PGY1,S0181078,2015-12-10,1:27:56,0:32:11,1:39:12,1:24:53,0:08:22,0:05:16,5:46:30,1573,301,5
General Medicine,PGY1,S0181078,2015-12-11,1:57:12,0:55:38,2:25:41,1:39:11,0:25:50,0:16:34,8:12:27,2008,134,7
Night Team,PGY2+,S0163662,2016-08-13,1:50:45,0:46:21,0:00:05,0:42:39,0:06:00,0:00:28,3:48:00,1680,0,16
Night Team,PGY2+,S0163662,2016-08-12,2:23:53,1:15:39,0:00:07,0:49:45,0:11:38,0:10:55,5:31:17,3229,0,29
Night Team,PGY2+,S0163662,2016-08-11,1:37:35,0:27:18,0:00:03,0:53:46,0:21:17,0:12:06,4:08:28,3410,0,24
Night Team,PGY2+,S0163662,2016-08-10,1:41:51,1:15:15,0:01:41,0:27:15,0:17:05,0:14:46,4:29:01,3957,0,24
Emergency Medicine,PGY1,S0074196,2015-10-30,2:39:33,0:38:27,2:31:42,0:22:00,0:35:53,0:35:04,7:58:33,1841,0,22
Emergency Medicine,PGY1,S0074196,2015-10-31,1:57:58,0:35:48,2:54:07,0:19:14,0:28:44,0:27:10,7:49:48,1939,0,21
General Medicine,PGY1,S0181077,2015-12-08,2:39:04,0:48:16,0:54:07,1:02:29,0:42:40,0:46:00,7:41:42,2872,74,12
General Medicine,PGY1,S0181070,2015-09-04,2:42:09,0:08:37,1:20:42,0:26:01,0:28:14,0:28:23,5:55:59,1653,0,7
General Medicine,PGY1,S0172085,2015-07-06,1:44:11,0:25:01,1:50:00,0:59:22,0:31:45,0:17:49,6:00:36,1378,17,9
Intensive Care Unit,PGY2+,S0169406,2016-03-25,0:00:00,0:00:00,0:00:00,0:00:02,0:00:00,0:00:00,0:00:02,4,0,2
Intensive Care Unit,PGY2+,S0169406,2016-03-24,0:35:38,0:06:27,0:02:23,0:05:03,0:01:08,0:00:00,1:03:30,321,6,12
Intensive Care Unit,PGY2+,S0169394,2015-11-18,1:02:20,0:13:17,0:03:16,0:06:20,0:04:51,0:21:06,2:16:36,563,0,10
Intensive Care Unit,PGY2+,S0169394,2015-11-19,2:56:10,1:22:50,0:27:10,0:53:03,0:34:22,0:39:25,7:46:09,2240,21,19
Intensive Care Unit,PGY2+,S0169406,2016-03-21,1:36:56,0:21:54,0:11:23,0:14:16,0:15:10,0:00:13,2:55:04,881,0,9
Intensive Care Unit,PGY2+,S0169406,2016-03-20,2:10:17,0:56:07,0:06:32,0:13:12,0:16:36,0:00:19,4:12:53,1049,0,10
Intensive Care Unit,PGY2+,S0169406,2016-03-23,0:00:00,0:00:00,0:00:00,0:00:13,0:00:00,0:00:00,0:00:13,10,0,3
Intensive Care Unit,PGY2+,S0169406,2016-03-22,0:19:33,0:01:00,0:04:36,0:01:42,0:03:15,0:00:00,0:38:58,248,25,12
Night Team,PGY2+,S0169394,2015-11-12,1:42:05,1:07:07,1:46:01,0:26:25,0:15:17,0:38:05,6:19:23,1857,0,16
Night Team,PGY2+,S0169394,2015-11-13,1:06:57,1:06:12,1:08:23,0:16:30,0:18:16,0:23:52,4:38:17,1348,201,38
Night Team,PGY2+,S0169394,2015-11-10,1:22:53,0:55:05,1:21:43,0:45:22,0:21:21,0:19:49,5:26:38,1655,197,26
Night Team,PGY2+,S0169394,2015-11-11,1:34:12,1:14:32,2:08:44,0:38:10,0:19:46,0:29:42,6:48:42,1634,603,20
Intensive Care Unit,PGY2+,S0169394,2015-11-16,1:04:17,0:30:23,0:05:06,0:04:11,0:10:11,0:33:31,2:34:43,648,40,12
Intensive Care Unit,PGY2+,S0169394,2015-11-17,2:11:06,0:23:52,0:09:23,0:27:09,0:38:04,0:35:58,5:07:27,1077,10,10
Night Team,PGY2+,S0169394,2015-11-14,0:04:24,0:02:08,0:00:24,0:00:00,0:00:00,0:02:27,0:10:59,93,89,20
Intensive Care Unit,PGY2+,S0169394,2015-11-15,2:19:14,0:44:20,0:14:09,0:18:41,0:29:22,0:21:42,4:42:30,1397,471,17
Intensive Care Unit,PGY2+,S0172056,2016-10-28,0:00:00,0:00:00,0:00:00,0:00:19,0:00:00,0:00:00,0:00:19,12,0,5
Intensive Care Unit,PGY2+,S0172056,2016-10-29,1:45:23,0:29:18,0:02:09,1:06:18,0:26:23,0:13:52,4:52:55,2104,0,26
General Medicine,PGY1,S0108287,2015-02-18,2:54:19,0:12:15,3:41:20,0:43:35,0:17:44,0:18:36,8:32:00,1431,0,14
General Medicine,PGY1,S0108287,2015-02-19,2:08:39,0:04:56,1:44:04,0:25:25,0:20:55,0:03:24,5:09:56,1185,0,15
General Medicine,PGY1,S0108287,2015-02-16,3:08:01,0:27:18,2:53:18,0:36:49,0:24:39,0:11:25,8:08:12,1691,0,8
General Medicine,PGY1,S0108287,2015-02-17,2:34:54,0:07:06,2:23:18,0:15:14,0:13:58,0:07:53,6:14:06,914,0,8
General Medicine,PGY1,S0108287,2015-02-14,1:20:57,0:11:08,1:58:53,0:16:23,0:11:47,0:08:33,4:22:05,648,45,7
General Medicine,PGY1,S0108287,2015-02-15,0:03:46,0:00:00,0:00:00,0:00:45,0:00:00,0:00:18,0:04:50,30,16,4
General Medicine,PGY1,S0108287,2015-02-12,0:10:51,0:00:00,0:01:59,0:00:23,0:00:23,0:00:00,0:14:45,119,107,6
General Medicine,PGY1,S0108287,2015-02-13,2:01:31,0:10:15,1:29:59,0:23:13,0:13:18,0:10:57,4:44:30,1075,0,11
General Medicine,PGY1,S0108287,2015-02-10,2:06:51,0:15:36,2:07:59,0:30:13,0:24:00,0:03:48,5:42:26,912,0,5
General Medicine,PGY1,S0108287,2015-02-11,2:16:24,0:19:02,2:00:50,0:33:51,0:26:40,0:24:19,6:30:08,1250,0,8
General Medicine,PGY2+,S0169400,2015-08-30,1:07:53,0:01:34,0:48:27,0:22:00,0:09:58,0:11:23,3:01:31,1129,81,12
General Medicine,PGY2+,S0169400,2015-08-31,2:47:43,0:43:29,0:11:02,0:33:42,0:23:32,0:40:53,5:46:54,1859,79,30
Night Team,PGY1,S0181063,2015-07-30,0:56:27,0:08:47,0:01:03,0:08:31,0:20:21,0:21:53,2:05:55,574,10,15
Night Team,PGY1,S0181063,2015-07-31,1:01:21,0:01:22,0:01:04,0:07:45,0:26:29,0:07:20,1:47:10,384,0,12
Intensive Care Unit,PGY2+,S0106952,2015-10-18,0:05:23,0:08:09,0:00:19,0:01:39,0:00:00,0:00:00,0:15:37,183,173,26
Intensive Care Unit,PGY2+,S0106952,2015-10-19,1:27:58,1:07:12,0:25:37,0:14:30,0:14:21,0:17:02,4:05:28,1689,412,26
General Medicine,PGY1,S0181060,2015-11-09,0:45:44,0:35:48,0:46:04,0:26:35,0:14:58,0:11:34,3:31:14,1148,0,5
General Medicine,PGY1,S0181060,2015-11-08,1:42:57,0:37:09,1:49:50,1:08:51,0:25:15,0:40:25,6:49:34,1741,0,7
General Medicine,PGY2+,S0106952,2015-10-10,2:53:49,2:12:16,0:21:52,0:09:53,0:22:52,0:44:05,7:10:44,2451,493,54
General Medicine,PGY2+,S0106952,2015-10-11,3:01:45,1:51:04,3:17:53,0:28:34,0:24:07,0:38:24,10:16:30,3064,867,35
General Medicine,PGY2+,S0106952,2015-10-12,3:35:30,2:26:33,1:14:37,0:38:48,0:35:50,0:55:27,9:58:32,3847,991,72
General Medicine,PGY2+,S0106952,2015-10-13,2:03:24,1:06:19,0:21:19,0:06:27,0:04:49,0:28:09,4:29:24,1951,1053,190
General Medicine,PGY2+,S0106952,2015-10-14,2:53:43,1:30:29,0:23:35,0:49:52,0:41:08,0:30:19,7:29:42,2813,176,33
General Medicine,PGY2+,S0106952,2015-10-15,3:09:16,1:51:06,0:11:33,0:16:31,0:16:42,0:54:17,7:10:22,2766,413,47
General Medicine,PGY2+,S0106952,2015-10-16,0:09:14,0:05:36,0:00:27,0:00:38,0:00:00,0:00:06,0:16:12,250,220,58
General Medicine,PGY2+,S0106952,2015-10-17,1:20:01,1:11:43,0:26:40,0:06:38,0:11:30,0:13:07,3:46:13,801,67,18
Intensive Care Unit,PGY2+,S0169406,2016-03-11,1:50:47,0:18:21,0:08:01,0:24:00,0:26:58,0:17:56,4:01:02,1363,118,16
General Medicine,PGY1,S0181064,2015-07-08,3:30:34,0:43:43,1:17:45,0:35:24,0:12:58,0:34:04,7:23:22,2068,216,16
General Medicine,PGY1,S0195225,2016-11-05,3:00:45,1:41:11,0:00:55,0:34:10,0:30:13,0:03:05,6:33:01,2067,0,12
Emergency Medicine,PGY2+,S0094535,2016-03-07,3:42:58,0:54:31,0:02:25,0:27:33,0:36:36,0:02:08,6:52:05,2042,4,20
Emergency Medicine,PGY2+,S0094535,2016-03-06,2:51:58,0:37:00,0:03:11,0:32:04,0:33:55,0:02:45,5:55:45,1831,0,17
Night Team,PGY2+,S0169386,2016-02-26,3:50:29,1:26:52,0:00:40,0:37:56,0:19:11,0:12:27,7:05:09,3048,169,100
Emergency Medicine,PGY2+,S0094535,2016-03-08,4:59:24,0:42:40,0:03:35,0:17:58,0:51:32,0:02:15,8:36:23,2734,6,26
General Medicine,PGY1,S0181064,2015-07-09,3:22:36,0:14:39,1:22:30,0:18:23,0:14:11,0:18:39,6:12:39,1412,86,15
General Medicine,PGY2+,S0181057,2016-10-09,3:07:06,1:36:30,0:00:30,0:21:19,0:18:02,0:07:50,5:57:55,2126,0,28
General Medicine,PGY1,S0181073,2016-06-19,3:11:44,1:13:06,0:00:06,1:46:04,0:30:13,0:04:36,8:02:58,2177,34,20
General Medicine,PGY1,S0181073,2016-06-18,1:05:03,0:37:08,0:00:05,0:23:17,0:11:43,0:01:15,2:44:12,1078,3,6
General Medicine,PGY1,S0181073,2016-06-11,2:21:59,1:11:16,0:00:10,0:56:04,0:28:45,0:05:46,5:47:19,2070,29,17
General Medicine,PGY1,S0181073,2016-06-10,1:07:44,0:54:04,0:00:04,0:42:50,0:07:13,0:02:54,3:39:49,1296,18,10
General Medicine,PGY1,S0181073,2016-06-13,1:24:11,0:54:39,0:00:07,0:37:13,0:08:53,0:01:21,3:37:37,1527,51,9
General Medicine,PGY1,S0181073,2016-06-12,0:00:04,0:00:00,0:00:00,0:00:00,0:00:00,0:00:27,0:00:35,20,8,4
General Medicine,PGY1,S0181073,2016-06-15,1:43:54,0:28:52,0:00:20,0:34:53,0:10:38,0:02:48,3:34:29,1464,128,9
General Medicine,PGY1,S0181073,2016-06-14,3:37:09,1:31:32,0:00:08,0:59:24,0:24:14,0:08:16,7:29:54,2429,67,20
General Medicine,PGY1,S0181073,2016-06-17,0:05:17,0:02:16,0:00:00,0:00:04,0:00:00,0:00:00,0:08:13,45,37,8
General Medicine,PGY1,S0181073,2016-06-16,3:10:45,1:15:40,0:00:07,1:06:48,0:27:35,0:04:18,7:05:46,2497,19,20
General Medicine,PGY1,S0195227,2016-09-14,1:52:33,1:30:02,0:00:22,0:41:01,0:09:50,0:00:57,4:39:14,1720,12,11
General Medicine,PGY1,S0195227,2016-09-15,2:07:18,1:56:25,0:00:11,0:49:34,0:21:45,0:02:53,5:57:24,2301,0,9
General Medicine,PGY1,S0195227,2016-09-16,0:04:14,0:00:11,0:00:00,0:00:13,0:00:00,0:00:00,0:04:41,17,0,3
Intensive Care Unit,PGY2+,S0163662,2016-05-26,1:52:17,0:25:13,0:13:46,0:16:20,0:33:41,0:07:27,4:08:53,997,223,19
General Medicine,PGY1,S0195227,2016-09-10,3:24:36,2:17:26,0:00:06,0:40:55,0:40:41,0:01:37,7:55:41,2701,0,15
General Medicine,PGY1,S0195227,2016-09-11,1:56:30,1:02:22,0:00:06,0:38:13,0:14:03,0:02:17,4:18:14,1496,9,10
General Medicine,PGY2+,S0084443,2013-06-28,3:25:52,0:11:42,1:02:25,0:57:26,0:17:41,0:32:09,6:50:02,2231,112,20
General Medicine,PGY2+,S0084443,2013-06-29,1:52:19,0:02:40,0:27:53,0:06:25,0:08:09,0:15:16,3:10:15,1052,92,12
General Medicine,PGY2+,S0084443,2013-06-26,2:36:17,0:06:33,0:33:29,0:19:25,0:10:21,0:18:03,4:11:12,1526,0,9
General Medicine,PGY2+,S0084443,2013-06-27,0:51:51,0:02:26,0:11:17,0:28:18,0:05:14,0:07:49,1:52:56,853,33,9
General Medicine,PGY2+,S0084443,2013-06-25,3:00:27,0:20:41,1:07:32,0:55:18,0:00:43,0:50:18,7:01:12,2876,433,25
General Medicine,PGY2+,S0169389,2015-11-23,4:18:12,1:40:35,0:07:30,0:25:51,0:22:47,0:28:41,7:56:58,2863,220,68
Emergency Medicine,PGY1,S0074196,2015-10-12,1:37:09,0:20:17,0:31:24,0:13:02,0:08:11,0:12:02,3:22:06,1080,0,20
Emergency Medicine,PGY1,S0074196,2015-10-13,1:17:20,0:25:09,1:58:05,0:09:47,0:25:06,0:38:32,5:25:54,1509,0,24
Night Team,PGY1,S0181061,2016-02-19,0:15:25,0:01:08,0:00:29,0:21:39,0:15:21,0:13:31,1:10:58,300,0,17
Emergency Medicine,PGY1,S0074196,2015-10-16,1:07:08,0:32:36,0:36:07,0:07:26,0:11:25,0:09:14,3:07:14,977,0,13
Emergency Medicine,PGY1,S0074196,2015-10-17,0:54:19,0:18:12,1:29:09,0:16:59,0:25:09,0:22:40,4:40:04,1689,0,12
Emergency Medicine,PGY1,S0074196,2015-10-14,0:00:35,0:00:00,0:00:00,0:00:00,0:00:00,0:00:16,0:05:24,12,12,2
Emergency Medicine,PGY1,S0074196,2015-10-15,2:41:41,0:25:02,2:29:07,0:21:57,0:41:02,0:32:58,8:28:37,2424,0,44
Emergency Medicine,PGY1,S0074196,2015-10-18,3:08:37,0:25:06,2:39:57,0:29:32,0:28:09,0:38:37,8:58:51,2228,0,30
Emergency Medicine,PGY2+,S0169394,2016-07-17,0:04:07,0:03:58,0:00:00,0:00:00,0:00:33,0:00:00,0:09:34,50,50,1
Emergency Medicine,PGY2+,S0169394,2016-07-18,0:00:00,0:00:08,0:00:00,0:00:00,0:00:00,0:00:00,0:00:44,7,0,2
Emergency Medicine,PGY2+,S0169394,2016-07-19,0:00:47,0:02:47,0:00:00,0:00:00,0:00:00,0:00:00,0:03:35,35,0,1
General Medicine,PGY1,S0094535,2015-04-29,1:31:04,0:04:36,1:17:00,0:17:44,0:11:58,0:17:57,3:47:04,844,57,3
General Medicine,PGY1,S0094535,2015-04-28,2:16:02,0:59:21,2:09:51,0:38:51,0:16:12,0:36:12,7:22:48,1523,71,10
General Medicine,PGY1,S0094535,2015-04-27,2:06:45,0:11:54,1:03:01,0:42:00,0:07:36,0:26:31,5:08:59,1898,0,23
Intensive Care Unit,PGY2+,S0169389,2015-07-13,0:04:11,0:08:51,0:00:00,0:00:00,0:00:00,0:00:00,0:13:18,140,140,10
Intensive Care Unit,PGY2+,S0169389,2015-07-12,0:03:11,0:05:51,0:00:00,0:00:00,0:00:00,0:00:00,0:09:18,112,110,11
Intensive Care Unit,PGY2+,S0169389,2015-07-11,2:26:52,0:22:58,0:15:59,0:12:12,0:22:27,0:16:34,4:13:00,1245,56,11
Intensive Care Unit,PGY2+,S0169389,2015-07-10,1:31:18,0:58:11,0:14:20,0:13:17,0:42:55,0:24:13,4:27:29,1418,0,15
General Medicine,PGY1,S0079337,2014-12-08,1:12:03,0:04:22,0:34:04,0:16:17,0:04:51,0:00:38,2:17:45,665,0,5
General Medicine,PGY1,S0079337,2014-12-09,2:02:11,0:03:11,1:06:28,0:27:43,0:13:19,0:00:27,4:15:11,1448,0,6
Intensive Care Unit,PGY2+,S0169389,2015-07-15,2:46:10,0:38:29,0:03:15,0:55:15,0:28:14,0:19:55,5:25:00,1530,0,19
Intensive Care Unit,PGY2+,S0169389,2015-07-14,1:23:34,0:31:49,0:05:54,0:04:40,0:08:53,0:10:58,2:36:54,783,0,19
Intensive Care Unit,PGY2+,S0169389,2015-07-19,0:01:42,0:10:02,0:00:00,0:00:00,0:00:00,0:00:31,0:12:43,120,110,9
General Medicine,PGY1,S0079337,2014-12-07,3:25:47,0:00:48,2:18:08,0:35:57,0:41:15,0:03:18,7:35:13,1740,85,7
Emergency Medicine,PGY1,S0169401,2014-08-29,6:50:45,0:04:32,0:26:53,0:16:24,0:09:24,0:01:32,8:34:36,1761,125,84
Emergency Medicine,PGY1,S0169401,2014-08-28,5:45:52,0:10:26,0:31:24,0:35:35,0:31:03,0:05:20,8:17:55,2949,340,73
Emergency Medicine,PGY1,S0169401,2014-08-27,1:42:18,0:00:47,0:00:03,0:03:40,0:00:04,0:00:08,2:53:13,481,476,30
Emergency Medicine,PGY1,S0169401,2014-08-26,2:06:50,0:02:04,0:05:39,0:07:24,0:21:46,0:01:48,3:20:06,1229,956,16
Emergency Medicine,PGY1,S0169401,2014-08-25,3:58:58,0:07:35,0:33:07,0:29:00,0:14:23,0:02:38,6:02:18,1962,490,72
Emergency Medicine,PGY1,S0169401,2014-08-24,5:22:52,0:40:13,0:21:24,0:33:27,0:39:15,0:09:34,8:39:31,2768,95,73
Emergency Medicine,PGY1,S0169401,2014-08-23,6:36:46,0:09:34,0:18:06,0:47:35,0:34:14,0:03:27,9:24:23,2799,193,62
Emergency Medicine,PGY1,S0169401,2014-08-22,2:34:50,0:07:09,0:11:53,0:24:23,0:17:38,0:00:19,3:53:35,1084,15,36
Emergency Medicine,PGY1,S0169401,2014-08-21,6:53:38,0:08:05,0:23:30,0:32:29,0:38:28,0:06:46,9:23:32,3071,283,68
Emergency Medicine,PGY1,S0169401,2014-08-20,0:22:49,0:00:00,0:00:03,0:00:00,0:00:28,0:00:00,0:23:38,136,136,22
Intensive Care Unit,PGY2+,S0169395,2015-10-30,2:14:30,0:43:02,0:09:04,0:32:44,0:25:47,0:25:12,4:46:20,1575,0,25
Intensive Care Unit,PGY2+,S0169395,2015-10-31,2:57:01,1:01:29,0:14:43,0:46:03,0:19:35,0:33:22,6:10:09,1979,0,23
General Medicine,PGY1,S0181070,2016-01-30,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,2,0,1
Night Team,PGY2+,S0169400,2015-11-05,3:21:31,0:53:14,0:51:58,0:35:28,0:14:56,0:37:01,6:54:42,2180,0,79
Emergency Medicine,PGY1,S0195075,2016-08-12,2:07:50,0:22:44,0:00:35,0:28:21,0:34:58,0:05:11,4:09:35,999,589,21
Emergency Medicine,PGY1,S0195075,2016-08-13,2:56:22,0:34:16,0:09:02,0:31:23,0:42:50,0:01:29,5:44:44,1636,0,25
Emergency Medicine,PGY1,S0195075,2016-08-11,2:50:47,0:15:23,0:07:25,0:22:32,0:53:25,0:00:25,5:05:43,1299,0,35
